effect_type,effect_label,feature,feature_label,feature_family,mean_chatgpt_raw,mean_xai_raw,mean_chatgpt_standardized,mean_xai_standardized,abs_standardized_model_gap,n_pairs,mean_chatgpt,mean_xai,mean_difference_xai_minus_chatgpt,median_difference_xai_minus_chatgpt,sd_difference,se_difference,ci95_low,ci95_high,bootstrap_ci95_low,bootstrap_ci95_high,paired_t_statistic,paired_t_p_value,cohens_dz,wilcoxon_statistic,wilcoxon_p_value,holm_adjusted_p_all_features,bh_fdr_p_all_features
filmstock_cinestill_minus_portra,CineStill minus Portra,halation_bright_fraction,halation_bright_fraction,film_response,5.095534854465061e-05,-0.00011490450965033637,0.0960342604601607,-0.21655763178889886,0.3125918922490596,72,5.095534854465061e-05,-0.00011490450965033637,-0.00016585985819498697,-9.5367431640625e-07,0.001099173793754864,0.000129538873877768,-0.00042415303664175346,9.24333202517795e-05,-0.00043293204572465683,7.955928643544505e-05,-1.2803867536434757,0.20457640096463373,-0.15089502600712182,1059.5,0.284125162858625,1.0,0.5390864620013996
lighting_warm_minus_cool,Warm practical minus cool ambient,highlight_lab_a,highlight_lab_a,color,7.703363879532036,6.125849727541208,1.5259681560409106,1.2134765745335185,0.3124915815073919,72,7.703363879532036,6.125849727541208,-1.5775141519908276,-1.8982099294662476,6.098064149871568,0.7186637520807942,-3.01048897416338,-0.1445393298182751,-2.935499295602656,-0.18211023136585416,-2.1950656999512606,0.0314299231295425,-0.25869097359758864,937.0,0.03437812312658951,1.0,0.15581783924391834
lighting_warm_minus_cool,Warm practical minus cool ambient,lab_corr_l_a,lab_corr_l_a,color,0.27602040191844446,0.19941442379363306,1.107702382195631,0.8002735694357956,0.3074288127598355,72,0.27602040191844446,0.19941442379363306,-0.07660597812481135,-0.07283767691122697,0.3333177085755383,0.039281868670554096,-0.15493179963704556,0.0017198433874228564,-0.1540660794289168,0.00011638950319323425,-1.9501612504049641,0.05510570717543744,-0.2298287074280978,962.0,0.0482322865475426,1.0,0.22543243844497135
lighting_warm_minus_cool,Warm practical minus cool ambient,shadow_fraction,Shadow fraction,color,3.817346360948351e-05,0.000196483400132921,0.07273115902856311,0.37435600729691365,0.3016248482683505,72,3.817346360948351e-05,0.000196483400132921,0.0001583099365234375,1.0967254638671875e-05,0.0010081005609290457,0.00011880579045848176,-7.858208142290932e-05,0.0003952019544697843,-3.497434986962212e-05,0.0004201836056179469,1.3325102750674513,0.18695346259464168,0.15703784191682443,1112.5,0.2581455231483918,1.0,0.5134572392403205
scan_pushed_minus_clean,Pushed scan minus clean scan,shadow_fraction,Shadow fraction,color,5.427996317545573e-05,0.00020938449435763888,0.10341855992333504,0.3989362116320353,0.2955176517087002,72,5.427996317545573e-05,0.00020938449435763888,0.00015510453118218316,3.814697265625e-06,0.0010122670704019584,0.00011929681830884419,-8.276656848982131e-05,0.0003929756308541876,-3.494222958882649e-05,0.0004161927435133191,1.3001564784455306,0.19775223149317578,0.15322491041874267,1245.5,0.7006750891922909,1.0,0.5282422622077984
filmstock_cinestill_minus_portra,CineStill minus Portra,fft_high_freq_power_share,High-frequency power share,tone_texture,0.0008204546270034964,0.006535850907692039,0.0423802986572611,0.3376071074874192,0.29522680883015806,72,0.0008204546270034964,0.006535850907692039,0.005715396280688543,0.007382039068821997,0.02280920486862225,0.0026880905726793347,0.0003554959111262343,0.011075296650250852,0.00048080724667843894,0.011084447285590323,2.126191854834625,0.03696533912998559,0.25057411310952776,939.0,0.03534487186459461,1.0,0.17162478881779025
scan_pushed_minus_clean,Pushed scan minus clean scan,lab_sd_b,lab_sd_b,color,0.38830151160558063,-0.4948660267723931,0.12730360996683976,-0.16224050068098425,0.289544110647824,72,0.38830151160558063,-0.4948660267723931,-0.8831675383779738,-0.7672383785247803,3.1906080277160913,0.37601676208438073,-1.6329236673349112,-0.13341140942103635,-1.6404844515853456,-0.1534535111652481,-2.3487451290264154,0.021624698925474656,-0.27680226800224184,966.0,0.050835080427392036,1.0,0.12324610451620735
lighting_warm_minus_cool,Warm practical minus cool ambient,hue_red_orange_share,hue_red_orange_share,color,0.33567535536664156,0.26836883312042453,1.4400701721238949,1.1513206004721332,0.28874957165176124,72,0.33567535536664156,0.26836883312042453,-0.06730652224621705,-0.09681935929300248,0.24108715589900379,0.02841239379886066,-0.12395922642607345,-0.010653818066360662,-0.1227843132935181,-0.009861086176715769,-2.3689141690312647,0.02056416374980472,-0.2791792121618171,818.0,0.005379244723630225,1.0,0.12151551306702789
lighting_warm_minus_cool,Warm practical minus cool ambient,color_spatial_var_rgb_g,color_spatial_var_rgb_g,spatial_covariance,-0.010476500452366762,-0.006983081111684442,-0.8653256228259057,-0.5767802941150122,0.2885453287108937,72,-0.010476500452366762,-0.006983081111684442,0.0034934193406823194,0.000997772440314293,0.015494713408017715,0.0018260694872252413,-0.00014765980259571262,0.007134498483960351,9.932739501689667e-06,0.007095426685716824,1.9130812738077447,0.059770724951086256,0.2254587902784091,1044.0,0.12973258865161436,1.0,0.23786308909105758
lighting_warm_minus_cool,Warm practical minus cool ambient,upper_lower_luma_spread_ratio,Upper-lower luma spread,other,1.589442814226269,1.045763276515549,0.840999650154772,0.5533300989645313,0.2876695511902406,72,1.589442814226269,1.045763276515549,-0.5436795377107201,-0.4962128877299161,2.8567496872623126,0.33667117933595503,-1.2149828028924128,0.12762372747097261,-1.2037226200412199,0.10126577312961009,-1.6148680703322014,0.11077491527714559,-0.19031402720892232,1061.0,0.15567801469077372,1.0,0.3577096183366595
lighting_warm_minus_cool,Warm practical minus cool ambient,top_bottom_luma_delta,top_bottom_luma_delta,other,-0.07975603976390427,-0.04271869878802034,-0.6171055871727114,-0.33053230547645984,0.28657328169625146,72,-0.07975603976390427,-0.04271869878802034,0.03703734097588393,0.03647715598344803,0.19060777653311622,0.02246334188890943,-0.007753290603155855,0.08182797255492372,-0.006218140677083283,0.08144846732676443,1.64879033400502,0.10360885875492225,0.1943118043216304,1005.0,0.08291572571527195,1.0,0.343488152813884
scan_pushed_minus_clean,Pushed scan minus clean scan,fft_mid_freq_power_share,fft_mid_freq_power_share,tone_texture,0.0012610686810539378,0.012641732381749022,0.03171834998493421,0.3179643568382625,0.28624600685332824,72,0.0012610686810539378,0.012641732381749022,0.011380663700695086,0.005136912734598632,0.061508331526599756,0.007248826386988167,-0.003073085598304338,0.02583441299969451,-0.0024461662012357274,0.025505047049471003,1.5700008653985253,0.12086112829738482,0.18502637639867422,1075.0,0.17985723282252541,1.0,0.3736337509683109
scan_pushed_minus_clean,Pushed scan minus clean scan,lab_mean_a,Lab red minus green,color,-0.17246702127158642,0.9777748059067461,-0.0429074764644585,0.2432572277451167,0.28616470420957524,72,-0.17246702127158642,0.9777748059067461,1.1502418271783326,1.1956155896186829,3.6550783223315677,0.43075511124810023,0.2913405299395785,2.0091431244170868,0.30734674558043484,1.9881046869015913,2.6702917670449478,0.009388399322337131,0.31469690270401524,879.0,0.014643140183903542,1.0,0.06865267004459027
scan_pushed_minus_clean,Pushed scan minus clean scan,highlight_lab_b,highlight_lab_b,color,1.6626636126085133,-1.2287822735444125,0.1626977204718775,-0.12024084327453173,0.28293856374640924,72,1.6626636126085133,-1.2287822735444125,-2.8914458861529257,-3.256934106349945,10.5655980520228,1.2451676716461166,-5.374239706887479,-0.40865206541837207,-5.328361189342509,-0.5111120081858342,-2.3221337591670874,0.023098252611871036,-0.27366608798820946,965.0,0.050173595318613776,1.0,0.12827682432702475
lighting_warm_minus_cool,Warm practical minus cool ambient,palette_dominant_lab_b,palette_dominant_lab_b,color,0.5663754346767279,2.043068177893911,0.10793976888960656,0.38936771167247053,0.28142794278286404,72,0.5663754346767279,2.043068177893911,1.4766927432171828,0.3566076576356445,9.372623538198457,1.104574276894797,-0.7257658104900755,3.679151296924441,-0.6424995046543841,3.6207615382462057,1.336888586042845,0.18552693917978075,0.1575538308136318,1101.0,0.2319734672970043,1.0,0.5119493368876025
lighting_warm_minus_cool,Warm practical minus cool ambient,rgb_cov_r_b,rgb_cov_r_b,color,-0.019755737391407038,-0.014988579019341629,-1.1642627088209991,-0.8833202863906574,0.28094242243034195,72,-0.019755737391407038,-0.014988579019341629,0.004767158372065408,0.0035823804697662706,0.021466533277054823,0.002529855208128691,-0.0002772296417925101,0.009811546385923325,-2.982815291016001e-05,0.009567880526056298,1.884360162885222,0.063610225505743,0.22207397489565464,980.0,0.060888312841572936,1.0,0.24481567053197137
filmstock_cinestill_minus_portra,CineStill minus Portra,top_luma_mean,top_luma_mean,other,-0.05873637004858918,-0.09485160104102558,-0.45386232683276895,-0.7329286490922227,0.27906632225945377,72,-0.05873637004858918,-0.09485160104102558,-0.03611523099243641,-0.030921973288059235,0.1686873523977787,0.019879995130145694,-0.07575481543499374,0.0035243534501209275,-0.0741947876703408,0.002593561494722906,-1.8166619637482644,0.07348963501889465,-0.2140956656150113,1006.0,0.08391625006326991,1.0,0.26965030598664247
lighting_warm_minus_cool,Warm practical minus cool ambient,highlight_minus_shadow_lab_a,Highlight-shadow Lab a split,color,7.719338455470279,6.06595244181032,1.2935743467817693,1.0165068564863207,0.2770674902954486,72,7.719338455470279,6.06595244181032,-1.653386013659959,-1.3868801146745682,6.4869315167503405,0.7644922107644837,-3.177740187083441,-0.1290318402364765,-3.1291346501348825,-0.16366282010632158,-2.162724473028432,0.03393174949472413,-0.25487952345275117,939.0,0.03534487186459461,1.0,0.16358617939784298
scan_pushed_minus_clean,Pushed scan minus clean scan,rgb_corr_g_b,rgb_corr_g_b,color,-0.004005987593279402,0.004218827918385421,-0.13470253823007516,0.141859358205652,0.27656189643572715,72,-0.004005987593279402,0.004218827918385421,0.008224815511664823,0.004141555652836415,0.03865969364784555,0.004556088589497681,-0.0008597671146812098,0.017309398138010856,-0.0002723341657558483,0.01751268787508918,1.8052360813668087,0.07527742198175164,0.21274911246285005,989.0,0.06818225605953027,1.0,0.2718351349341031
filmstock_cinestill_minus_portra,CineStill minus Portra,fft_radial_loglog_slope,Fourier radial slope,tone_texture,-0.017715937037972553,0.04433072560882774,-0.07860940761712419,0.19670492573313153,0.27531433335025574,72,-0.017715937037972553,0.04433072560882774,0.06204666264680029,0.11025635669086542,0.2638517056565461,0.031095221716230116,4.4551534033980544e-05,0.1240487737595666,0.004017467225750375,0.12261605976170452,1.9953761131863907,0.04983999898948497,0.23515733010862547,967.0,0.05150385453569354,1.0,0.21028530559741956
lighting_warm_minus_cool,Warm practical minus cool ambient,palette_top1_share,palette_top1_share,color,0.060831705729166664,0.03959486219618055,0.783381425510555,0.5098965945198858,0.2734848309906693,72,0.060831705729166664,0.03959486219618055,-0.021236843532986112,-0.0323486328125,0.11449100621748079,0.013492894480208642,-0.048140910994838984,0.00566722392886676,-0.04745212131076389,0.005050320095486092,-1.573927934005286,0.11994997640194512,-0.18548918587234509,998.5,0.07664450625567237,1.0,0.3736337509683109
scan_pushed_minus_clean,Pushed scan minus clean scan,local_lab_corr_l_b_p90_abs,local_lab_corr_l_b_p90_abs,color,0.014911351375627725,0.03883776697711448,0.17033037375402735,0.44363862123162173,0.27330824747759436,72,0.014911351375627725,0.03883776697711448,0.02392641560148676,0.004404386000949501,0.13390129861161942,0.015780419376326824,-0.007538846955762717,0.05539167815873623,-0.007689850603288544,0.05472897970436964,1.516209108953102,0.1339063591694505,0.17868695710625856,1102.0,0.23417257495220345,1.0,0.4017190775083515
filmstock_cinestill_minus_portra,CineStill minus Portra,clipped_shadow_fraction,clipped_shadow_fraction,other,0.0017853048112657336,0.005182663599650065,0.14162918768529079,0.41114348151236185,0.2695142938270711,72,0.0017853048112657336,0.005182663599650065,0.0033973587883843314,0.0007619857788085938,0.02352929304825865,0.0027729537784915307,-0.002131754007581324,0.008926471584349987,-0.0019647449254989622,0.008983963396814133,1.2251768546363848,0.22455756030796953,0.1443884770110321,993.5,0.07208968658216688,1.0,0.5736514095203589
lighting_warm_minus_cool,Warm practical minus cool ambient,bottom_luma_mean,bottom_luma_mean,other,-0.04436407584903969,-0.06670309003028604,-0.5326552081265017,-0.8008675402968386,0.26821233217033685,72,-0.04436407584903969,-0.06670309003028604,-0.02233901418124636,-0.009113259613513947,0.11102213954076981,0.013084084621852912,-0.04842793793732091,0.0037499095748281946,-0.04739275760172556,0.002472122168789293,-1.7073425330753331,0.09212821120383508,-0.2012122471576309,1109.0,0.2499803275585124,1.0,0.3115318124522747
lighting_warm_minus_cool,Warm practical minus cool ambient,shadow_lab_l,shadow_lab_l,color,-1.1184989073210292,-1.8668910082843568,-0.3982805618527018,-0.6647716817874721,0.26649111993477037,72,-1.1184989073210292,-1.8668910082843568,-0.7483921009633276,-0.41036486625671387,4.834483117533594,0.5697492993233143,-1.8844399376837424,0.3876557357570871,-1.8464810170647172,0.3428798082802027,-1.313546329679011,0.19322783754129713,-0.1548029195197882,1115.0,0.26411106830552245,1.0,0.5209137555836811
filmstock_cinestill_minus_portra,CineStill minus Portra,palette_top2_lab_distance,Top-two palette distance,color,-7.675479483625373,-3.01781307660221,-0.4388638942251093,-0.17255067929847995,0.26631321492662935,72,-7.675479483625373,-3.01781307660221,4.657666407023163,3.8419776490512767,28.764632744233413,3.389944478631343,-2.1016909035087004,11.417023717555026,-2.0720891698218944,11.1504806072765,1.3739653957116282,0.17377465751435153,0.1619233747372251,1057.0,0.14924448688927236,1.0,0.48874122425911365
filmstock_cinestill_minus_portra,CineStill minus Portra,hue_hist_12bin_10,hue_hist_12bin_10,color,0.003072937329610189,-0.0028032196892632377,0.13850539163348316,-0.1263485060872842,0.2648538977207674,72,0.003072937329610189,-0.0028032196892632377,-0.005876157018873427,-0.006024360656738281,0.03306501060552402,0.003896748869861858,-0.013646053584094415,0.0018937395463475611,-0.012582667999797398,0.0022490723265541556,-1.5079640015605473,0.13600079056830636,-0.1777152618814441,857.0,0.010331150265779692,1.0,0.40592072695132253
filmstock_cinestill_minus_portra,CineStill minus Portra,local_lab_cov_l_a_sd,local_lab_cov_l_a_sd,color,3.2739213849477817,-1.1558373638484813,0.1952736963251234,-0.06894015092331832,0.26421384724844177,72,3.2739213849477817,-1.1558373638484813,-4.429758748796263,-2.8050853870313652,20.398854650049735,2.404028075248151,-9.223254585551999,0.3637370879594721,-9.078180390758787,0.17499148720730653,-1.842640189773578,0.06955654990071007,-0.21715722891262734,1015.0,0.0933673348616755,1.0,0.2625198818833251
lighting_warm_minus_cool,Warm practical minus cool ambient,palette_within_cluster_lab_rmse,palette_within_cluster_lab_rmse,color,1.7861716255032514,1.3523712508301136,1.081996123771467,0.8192160430753018,0.2627800806961653,72,1.7861716255032514,1.3523712508301136,-0.43380037467313803,-0.40054682574882605,1.879318154314125,0.2214797684870841,-0.875418490159944,0.007817740813667873,-0.8615642516613117,0.009283819581309726,-1.9586456028756223,0.054082978322079284,-0.23082859795576102,985.0,0.06485632673319461,1.0,0.22280663604518577
lighting_warm_minus_cool,Warm practical minus cool ambient,image_entropy_gray,image_entropy_gray,structure,-0.31446925008819976,-0.23223082571358272,-1.0016125563911094,-0.7396758536822299,0.2619367027088796,72,-0.31446925008819976,-0.23223082571358272,0.08223842437461702,0.11558277475272938,0.40457427315773253,0.047679535340575216,-0.012831868899684046,0.1773087176489181,-0.011482152754011031,0.1732694429802072,1.7248159779072396,0.08891160118181744,0.20327151237951924,979.0,0.06011934738851553,1.0,0.30417126720095444
lighting_warm_minus_cool,Warm practical minus cool ambient,left_warmth_mean,left_warmth_mean,other,0.11089342798287463,0.09172096008822134,1.5079744005799114,1.2472593040500954,0.2607150965298164,72,0.11089342798287463,0.09172096008822134,-0.019172467894653284,-0.013601244427263737,0.09887246736731883,0.011652232024679464,-0.0424063586608613,0.004061422871554737,-0.041661643529323555,0.0033418583597520173,-1.6453901582156913,0.10430974242599697,-0.1939110897619869,1011.0,0.08906640301215599,1.0,0.343488152813884
filmstock_cinestill_minus_portra,CineStill minus Portra,fft_mid_freq_power_share,fft_mid_freq_power_share,tone_texture,0.0018164646866859063,0.01217466728397859,0.045687648526347886,0.30621675382551544,0.2605291052991676,72,0.0018164646866859063,0.01217466728397859,0.010358202597292683,0.010774924694348403,0.054511039169205425,0.006424187574345111,-0.0024512636103690283,0.023167668804954394,-0.0023436005868804877,0.02262823968577166,1.6123754914408164,0.11131686286932294,0.19002027396946555,968.0,0.05217997666994051,1.0,0.3577096183366595
scan_pushed_minus_clean,Pushed scan minus clean scan,color_spatial_var_lab_b,color_spatial_var_lab_b,spatial_covariance,1.2335067523850336,-6.570811559756597,0.04071741325498268,-0.21689905562488027,0.25761646887986295,72,1.2335067523850336,-6.570811559756597,-7.80431831214163,-3.970057964324951,43.19737326733271,5.090859261129575,-17.95520337250643,2.346566748223168,-17.73473990112543,2.141319050060348,-1.5330061020799042,0.129718451855828,-0.18066650173017618,1049.0,0.13698872546841767,1.0,0.3911613110085535
lighting_warm_minus_cool,Warm practical minus cool ambient,left_right_warmth_delta,left_right_warmth_delta,other,0.00034890861408914335,0.016669093263165752,0.005464595648686534,0.2610708100493416,0.25560621440065495,72,0.00034890861408914335,0.016669093263165752,0.01632018464907661,0.019937605713494122,0.13697899942677544,0.01614312989580352,-0.01586830214293126,0.04850867144108448,-0.014944483818327272,0.04779332501476448,1.0109678082513054,0.31546480133828364,0.11914369879596656,1160.0,0.38747759469622833,1.0,0.6645105122311228
lighting_warm_minus_cool,Warm practical minus cool ambient,hue_teal_cyan_shadow_share,hue_teal_cyan_shadow_share,color,-0.020651032331856486,-0.033890835907499965,-0.3967397819593519,-0.6510978546878753,0.25435807272852345,72,-0.020651032331856486,-0.033890835907499965,-0.013239803575643479,-0.0072056401735607085,0.07120369199407277,0.008391435575754523,-0.029971850888623048,0.0034922437373360905,-0.030099912937002954,0.002935770934944778,-1.5777757519699496,0.11906254866509165,-0.18594265556827594,1047.0,0.13404956922558361,1.0,0.3736337509683109
scan_pushed_minus_clean,Pushed scan minus clean scan,local_lab_cov_l_b_p90_abs,local_lab_cov_l_b_p90_abs,color,16.642459111301818,1.1198095028348942,0.271215236475956,0.018249069869316417,0.2529661666066396,72,16.642459111301818,1.1198095028348942,-15.522649608466923,-21.03272356542876,73.57002954839906,8.670311130961275,-32.81075898520526,1.765459768271418,-32.7049833637714,1.5965830048436693,-1.7903220973277725,0.07766539795570476,-0.21099148258809836,990.0,0.06903529820824078,1.0,0.2787377779391858
scan_pushed_minus_clean,Pushed scan minus clean scan,palette_dominant_lab_chroma,palette_dominant_lab_chroma,color,-0.5906958688643946,0.46010288986937503,-0.14025211447255062,0.1092447172572407,0.2494968317297914,72,-0.5906958688643946,0.46010288986937503,1.0507987587337697,1.1984955298400748,7.830254915666678,0.9228043915478676,-0.7892209376119188,2.890818455079458,-0.7185962641976433,2.917942840399327,1.1387015150320325,0.25865525471671336,0.13419726050442427,1029.0,0.10974671003382279,1.0,0.6101343710051504
filmstock_cinestill_minus_portra,CineStill minus Portra,hue_teal_cyan_shadow_share,hue_teal_cyan_shadow_share,color,-0.04219990260071649,-0.029334461803769023,-0.8107284850204406,-0.5635625276693377,0.24716595735110292,72,-0.04219990260071649,-0.029334461803769023,0.012865440796947465,1.5874350109573793e-06,0.07519043195415613,0.008861277385854913,-0.004803444477218359,0.03053432607111329,-0.00393224199652931,0.03070594746396861,1.4518720311683644,0.15094192757444116,0.17110475977570616,1131.0,0.30444876113161634,1.0,0.43930859517934373
scan_pushed_minus_clean,Pushed scan minus clean scan,shadow_lab_b,shadow_lab_b,color,-0.6875745865205923,-1.5312687701597396,-0.20133096325266203,-0.44837581629516265,0.2470448530425006,72,-0.6875745865205923,-1.5312687701597396,-0.8436941836391472,-1.4088817238807678,4.503242620423973,0.5307122323716782,-1.9019043196112013,0.214515952332907,-1.8730691476608625,0.21334424751823644,-1.589739471179695,0.116336871544509,-0.1873525933985131,926.0,0.029455427101518983,1.0,0.36787605326236633
lighting_warm_minus_cool,Warm practical minus cool ambient,rgb_sd_r,rgb_sd_r,color,0.005372615117165778,-0.0018745509700642691,0.1817077468532148,-0.06339937362041564,0.2451071204736305,72,0.005372615117165778,-0.0018745509700642691,-0.007247166087230046,-0.009096428751945496,0.05383096018582373,0.006344039497529836,-0.01989682156868036,0.005402489394220265,-0.019099819142785336,0.005437607649299829,-1.1423582860812673,0.2571428926246692,-0.134628215105451,1084.0,0.19681136656275122,1.0,0.6101343710051504
lighting_warm_minus_cool,Warm practical minus cool ambient,palette_dominant_lab_chroma,palette_dominant_lab_chroma,color,-0.3774092061984815,0.6508919698375304,-0.08961030875754364,0.15454480025130224,0.24415510900884585,72,-0.3774092061984815,0.6508919698375304,1.0283011760360121,1.0523983422824867,7.2610075832870296,0.8557179500648674,-0.6779519552422844,2.7345543073143084,-0.5870795299643097,2.7653577447929956,1.2016823720456749,0.233479611349011,0.14161962568430542,1037.0,0.12007971384827144,1.0,0.5836990283725275
lighting_warm_minus_cool,Warm practical minus cool ambient,hue_circular_mean_turns,hue_circular_mean_turns,color,-0.23326141926968497,-0.15991202128133644,-0.7709555111102555,-0.5285274113722633,0.24242809973799212,72,-0.23326141926968497,-0.15991202128133644,0.0733493979883485,0.04320132177473093,0.5159839451556775,0.06080929110049453,-0.04790088470487659,0.19459968068157357,-0.044317571972563335,0.19125342695582806,1.2062202446519228,0.23173664070241823,0.14215441909964516,1098.0,0.22546423188196552,1.0,0.5833724430716846
lighting_warm_minus_cool,Warm practical minus cool ambient,luma_iqr_p75_p25,luma_iqr_p75_p25,tone_texture,-0.09324881641401185,-0.07012209689451589,-0.9649257397934876,-0.7256136734368693,0.23931206635661845,72,-0.09324881641401185,-0.07012209689451589,0.023126719519495964,0.029505275189876556,0.15537493981025371,0.01831111226104701,-0.013384601331295438,0.05963804037028737,-0.012955142324790357,0.059822737829138835,1.2629882439579123,0.21072544218766723,0.14884459197692157,1039.0,0.12277844725020085,1.0,0.545462024941165
lighting_warm_minus_cool,Warm practical minus cool ambient,midtone_luma_width_p75_p25,midtone_luma_width_p75_p25,color,-0.09324881563790971,-0.07012209898999168,-0.9649257281848674,-0.7256136924302263,0.23931203575464133,72,-0.09324881563790971,-0.07012209898999168,0.023126716647918027,0.02950527798384428,0.15537494050325462,0.018311112342717952,-0.013384604365720611,0.05963803766155666,-0.012575140345789906,0.05876290230015809,1.2629880815031518,0.21072550023368086,0.14884457283144442,1039.0,0.12277844725020085,1.0,0.545462024941165
scan_pushed_minus_clean,Pushed scan minus clean scan,local_lab_cov_l_b_abs_mean,Local L-b covariance,color,7.505099506988775,0.7406661319263639,0.26293107750986955,0.0259482427862708,0.23698283472359877,72,7.505099506988775,0.7406661319263639,-6.76443337506241,-6.328707713834538,34.80397488662982,4.101687775763708,-14.94296651251993,1.4140997623951108,-14.671157740509333,1.2373218448505385,-1.649182908321908,0.10352818348929918,-0.19435806964856225,1019.0,0.09783333635217842,1.0,0.343488152813884
lighting_warm_minus_cool,Warm practical minus cool ambient,luma_kurtosis_excess,Luma excess kurtosis,tone_texture,1.398354070006283,1.0426153988726954,0.9310468546992285,0.6941902688330166,0.23685658586621192,72,1.398354070006283,1.0426153988726954,-0.35573867113358776,-0.47690743162750704,2.4265862523720596,0.28597593236438906,-0.9259584848350304,0.21448114256785494,-0.908822549563271,0.18503288175225024,-1.2439461887313907,0.2176106735199699,-0.1466004642471879,1045.0,0.13115942480025802,1.0,0.5608028370448563
scan_pushed_minus_clean,Pushed scan minus clean scan,orientation_entropy,orientation_entropy,structure,0.03231651141960748,0.0064638256072241385,0.29528710784035855,0.059062203353534154,0.23622490448682446,72,0.03231651141960748,0.0064638256072241385,-0.025852685812383338,-0.015854162910234004,0.12340931813335859,0.014543927618950972,-0.054852453830617445,0.003147082205850773,-0.053614501959542385,0.002452525924820819,-1.7775587509591888,0.07975874584516153,-0.2094873077934553,997.0,0.07525503742453817,1.0,0.2811203710678539
lighting_warm_minus_cool,Warm practical minus cool ambient,palette_effective_clusters_6,Effective palette clusters,color,-0.360074538767621,-0.2497136654251787,-0.7562891432981939,-0.5244906644625068,0.23179847883568702,72,-0.360074538767621,-0.2497136654251787,0.11036087334244235,0.23059839971053053,0.7262952684343105,0.08559471824226747,-0.06031014741934185,0.2810318941042266,-0.06307467913018462,0.27260685913013594,1.2893420950353118,0.20146379839834333,0.15195042311145648,990.0,0.06903529820824078,1.0,0.5357105548319584
lighting_warm_minus_cool,Warm practical minus cool ambient,palette_entropy_6,Palette entropy,color,-0.10660082016989526,-0.07406344786847562,-0.7572644553040786,-0.5261274389697626,0.23113701633431596,72,-0.10660082016989526,-0.07406344786847562,0.032537372301419655,0.06492758378996233,0.21704955261117997,0.02557953508414528,-0.018466772032186322,0.08354151663502563,-0.018224736497280517,0.08086368320078148,1.272007962395962,0.2075208245441449,0.14990757598891127,970.0,0.05355450203440787,1.0,0.5419628676710927
scan_pushed_minus_clean,Pushed scan minus clean scan,hue_circular_variance,Hue circular variance,color,-0.04435816477992613,0.007478603355502509,-0.19745993039041732,0.03329092863335377,0.23075085902377113,72,-0.04435816477992613,0.007478603355502509,0.051836768135428625,0.10263864876099466,0.39979530860471296,0.04711632896682684,-0.04211052352520849,0.14578405979606573,-0.03992805308659228,0.1433909486082702,1.100186904882282,0.27496695029227675,0.12965827016915013,1098.0,0.22546423188196552,1.0,0.6332900233109523
scan_pushed_minus_clean,Pushed scan minus clean scan,hue_resultant_length,Hue concentration,color,0.044358164779926136,-0.007478603355502501,0.19745993039041734,-0.03329092863335374,0.23075085902377113,72,0.044358164779926136,-0.007478603355502501,-0.05183676813542864,-0.10263864876099474,0.39979530860471296,0.04711632896682684,-0.14578405979606576,0.04211052352520848,-0.13699413538105237,0.0386274425712886,-1.1001869048822823,0.2749669502922766,-0.12965827016915016,1098.0,0.22546423188196552,1.0,0.6332900233109523
lighting_warm_minus_cool,Warm practical minus cool ambient,midtone_lab_b,midtone_lab_b,color,7.446826107800007,6.027785084960568,1.2099175532661468,0.9793599146850832,0.23055763858106382,72,7.446826107800007,6.027785084960568,-1.4190410228394386,-1.2449064254760742,7.322399949674221,0.8629531098291128,-3.1397206529449555,0.3016386072660786,-3.0958794066068043,0.2782507674121812,-1.6444010765781305,0.10451434393311342,-0.19379452537314254,1046.0,0.13259839913797236,1.0,0.343488152813884
filmstock_cinestill_minus_portra,CineStill minus Portra,hue_magenta_share,hue_magenta_share,color,0.009200976027455213,0.001074317456575622,0.25915166761144043,0.0302588724918845,0.22889279511955585,72,0.009200976027455213,0.001074317456575622,-0.008126658570879594,-0.0035435535584474077,0.048792859563005636,0.0057502936450806955,-0.019592418447653095,0.0033391013058939063,-0.018644108041992298,0.0034491174657451714,-1.4132597520183774,0.1619486284301093,-0.16655425903836885,937.0,0.03437812312658951,1.0,0.45990265840589284
lighting_warm_minus_cool,Warm practical minus cool ambient,rgb_cov_g_b,rgb_cov_g_b,color,-0.023152614348588785,-0.01881107908067449,-1.2168456033032615,-0.9886649744202184,0.2281806288830432,72,-0.023152614348588785,-0.01881107908067449,0.0043415352679142954,0.0020142580218308823,0.021011622047976818,0.0024762434056421973,-0.0005959538479374292,0.00927902438376602,-0.00046242239126299936,0.0091836844205665,1.7532748428615594,0.08387094366645041,0.2066254217785312,990.0,0.06903529820824078,1.0,0.29188236193068295
scan_pushed_minus_clean,Pushed scan minus clean scan,rgb_mean_r,rgb_mean_r,color,-0.05862538806266255,-0.04046772192749712,-0.735792902424821,-0.5079004771742807,0.22789242525054051,72,-0.05862538806266255,-0.04046772192749712,0.018157666135165427,0.021477021276950836,0.11479236881251549,0.01352841040263281,-0.008817218064658034,0.04513255033498889,-0.00805435830520259,0.04417249910636908,1.3421877068152592,0.18381141513201088,0.15817833818571525,1063.0,0.1589726915449029,1.0,0.5096193263138691
