model_key,scene_key,film_key,light_key,scan_key,condition_id,n_images,n_runs,n_features,mean_distance_to_condition_centroid,sd_distance_to_condition_centroid,mean_pairwise_seed_distance,sd_pairwise_seed_distance,mean_run_centroid_distance,sd_run_centroid_distance
xai_grok_imagine,backstage,portra400,cool_ambient,pushed_scan,backstage_portra400_cool_ambient_pushed_scan,6,3,23,2.492106949210236,0.5318885578237456,3.847655898023563,0.8452310825724443,1.6891652694426467,0.09199035415656422
xai_grok_imagine,backstage,portra400,warm_practical,clean_scan,backstage_portra400_warm_practical_clean_scan,6,3,23,2.892795163291924,0.889150103690452,4.507608892097044,1.2011026835086214,1.6118169615631295,0.3264614949264606
xai_grok_imagine,backstage,portra400,warm_practical,pushed_scan,backstage_portra400_warm_practical_pushed_scan,6,3,23,3.20134393990155,0.706151229189451,4.941638734698641,1.1216153773547528,2.450675985516657,0.7964771743054471
xai_grok_imagine,corner_store,cinestill800t,cool_ambient,clean_scan,corner_store_cinestill800t_cool_ambient_clean_scan,6,3,23,2.626199491714069,1.0850584669101617,4.019666277783823,1.716392755111067,2.1300589038960385,0.7579442468341333
xai_grok_imagine,corner_store,cinestill800t,cool_ambient,pushed_scan,corner_store_cinestill800t_cool_ambient_pushed_scan,6,3,23,2.376517214088515,0.3714775382173847,3.6746378706563125,0.5926599310375111,1.4421217460809128,0.2927055148901475
xai_grok_imagine,corner_store,cinestill800t,warm_practical,clean_scan,corner_store_cinestill800t_warm_practical_clean_scan,6,3,23,2.369728184326941,0.7244564745202949,3.689804070435445,0.9887699560769625,1.564523523743292,0.10500556570366885
xai_grok_imagine,corner_store,cinestill800t,warm_practical,pushed_scan,corner_store_cinestill800t_warm_practical_pushed_scan,6,3,23,3.3644853140215623,0.8092067263029573,5.240614925031119,1.0418117909110534,1.88347302314362,0.3488364112751542
xai_grok_imagine,corner_store,portra400,cool_ambient,clean_scan,corner_store_portra400_cool_ambient_clean_scan,6,3,23,2.128884173680214,0.7672816380058897,3.326046567141501,1.0309554707296222,1.2242289141945502,0.33963942496383026
xai_grok_imagine,corner_store,portra400,cool_ambient,pushed_scan,corner_store_portra400_cool_ambient_pushed_scan,6,3,23,2.4077401754532097,0.6226484734008154,3.7076380524547696,1.0046923414083482,1.1497392447593826,0.1609923912464296
xai_grok_imagine,corner_store,portra400,warm_practical,clean_scan,corner_store_portra400_warm_practical_clean_scan,6,3,23,2.4596331054392437,1.227723643498141,3.8714151607645255,1.6517080038680811,1.5886343364861186,0.4723210341685415
xai_grok_imagine,corner_store,portra400,warm_practical,pushed_scan,corner_store_portra400_warm_practical_pushed_scan,6,3,23,2.7050489416307197,0.9789065911294033,4.228548360727561,1.3082391873307815,2.069646956542169,0.6294558931741564
