group_type,group,n,point_index,PC1,PC2
model_key|film_key,xai_grok_imagine_cinestill800t,72,62,-1.39340398288038,0.8982976884665559
model_key|film_key,xai_grok_imagine_cinestill800t,72,63,-1.337056679321069,0.9409038457363244
model_key|film_key,xai_grok_imagine_cinestill800t,72,64,-1.2786065801838558,0.9820285079953771
model_key|film_key,xai_grok_imagine_cinestill800t,72,65,-1.2181449483600977,1.0216074639653887
model_key|film_key,xai_grok_imagine_cinestill800t,72,66,-1.1557661875106593,1.059578915804917
model_key|film_key,xai_grok_imagine_cinestill800t,72,67,-1.091567694665804,1.0958835755993963
model_key|film_key,xai_grok_imagine_cinestill800t,72,68,-1.0256497081512876,1.130464757932181
model_key|film_key,xai_grok_imagine_cinestill800t,72,69,-0.9581151510781184,1.1632684683920909
model_key|film_key,xai_grok_imagine_cinestill800t,72,70,-0.8890694706403308,1.194243487879278
model_key|film_key,xai_grok_imagine_cinestill800t,72,71,-0.8186204734717123,1.2233414525777695
model_key|film_key,xai_grok_imagine_cinestill800t,72,72,-0.7468781573185439,1.2505169294698246
model_key|film_key,xai_grok_imagine_cinestill800t,72,73,-0.6739545392911717,1.2757274872741995
model_key|film_key,xai_grok_imagine_cinestill800t,72,74,-0.5999634809625928,1.2989337626975563
model_key|film_key,xai_grok_imagine_cinestill800t,72,75,-0.5250205105871193,1.3200995218955718
model_key|film_key,xai_grok_imagine_cinestill800t,72,76,-0.4492426427167254,1.3391917170477854
model_key|film_key,xai_grok_imagine_cinestill800t,72,77,-0.37274819549671856,1.3561805379578467
model_key|film_key,xai_grok_imagine_cinestill800t,72,78,-0.2956566059259936,1.371039458598599
model_key|film_key,xai_grok_imagine_cinestill800t,72,79,-0.21808824337034452,1.383745278529322
model_key|film_key,xai_grok_imagine_cinestill800t,72,80,-0.14016422161998235,1.3942781591204652
model_key|film_key,xai_grok_imagine_cinestill800t,72,81,-0.06200620978473132,1.402621654529314
model_key|film_key,xai_grok_imagine_cinestill800t,72,82,0.016263757677840343,1.4087627373782194
model_key|film_key,xai_grok_imagine_cinestill800t,72,83,0.09452347150474592,1.4126918190953042
model_key|film_key,xai_grok_imagine_cinestill800t,72,84,0.17265073844283,1.4144027648858764
model_key|film_key,xai_grok_imagine_cinestill800t,72,85,0.25052357203903525,1.413892903311186
model_key|film_key,xai_grok_imagine_cinestill800t,72,86,0.32802038310776116,1.4111630304595573
model_key|film_key,xai_grok_imagine_cinestill800t,72,87,0.4050201695779497,1.406217408703393
model_key|film_key,xai_grok_imagine_cinestill800t,72,88,0.4814027054234534,1.3990637600439846
model_key|film_key,xai_grok_imagine_cinestill800t,72,89,0.5570487283817004,1.3897132540545247
model_key|film_key,xai_grok_imagine_cinestill800t,72,90,0.6318401261675664,1.3781804904401433
model_key|film_key,xai_grok_imagine_cinestill800t,72,91,0.7056601208916803,1.364483476242204
model_key|film_key,xai_grok_imagine_cinestill800t,72,92,0.778393451395242,1.3486435977224427
model_key|film_key,xai_grok_imagine_cinestill800t,72,93,0.8499265532166369,1.3306855869708614
model_key|film_key,xai_grok_imagine_cinestill800t,72,94,0.9201477359088592,1.3106374832895045
model_key|film_key,xai_grok_imagine_cinestill800t,72,95,0.9889473574308931,1.2885305894124173
model_key|film_key,xai_grok_imagine_cinestill800t,72,96,1.056217995340737,1.2643994226301427
model_key|film_key,xai_grok_imagine_cinestill800t,72,97,1.1218546145228,1.2382816608950695
model_key|film_key,xai_grok_imagine_cinestill800t,72,98,1.185754731187766,1.210218083991782
model_key|film_key,xai_grok_imagine_cinestill800t,72,99,1.2478185728888618,1.1802525098642673
model_key|film_key,xai_grok_imagine_cinestill800t,72,100,1.3079492343046937,1.1484317261993982
model_key|film_key,xai_grok_imagine_cinestill800t,72,101,1.3660528285453988,1.114805417373513
model_key|film_key,xai_grok_imagine_cinestill800t,72,102,1.4220386337458828,1.0794260868761598
model_key|film_key,xai_grok_imagine_cinestill800t,72,103,1.4758192347172394,1.042348975332132
model_key|film_key,xai_grok_imagine_cinestill800t,72,104,1.5273106594351935,1.0036319742497868
model_key|film_key,xai_grok_imagine_cinestill800t,72,105,1.5764325101524483,0.9633355356303299
model_key|film_key,xai_grok_imagine_cinestill800t,72,106,1.6231080889302243,0.9215225775791892
model_key|film_key,xai_grok_imagine_cinestill800t,72,107,1.667264517392983,0.878258386066867
model_key|film_key,xai_grok_imagine_cinestill800t,72,108,1.7088328505193635,0.83361051299264
model_key|film_key,xai_grok_imagine_cinestill800t,72,109,1.7477481842916478,0.7876486707102923
model_key|film_key,xai_grok_imagine_cinestill800t,72,110,1.7839497570356784,0.7404446231805486
model_key|film_key,xai_grok_imagine_cinestill800t,72,111,1.8173810442930012,0.692072073920168
model_key|film_key,xai_grok_imagine_cinestill800t,72,112,1.8479898470770955,0.6426065509226554
model_key|film_key,xai_grok_imagine_cinestill800t,72,113,1.8757283733758976,0.5921252887302596
model_key|film_key,xai_grok_imagine_cinestill800t,72,114,1.9005533127733538,0.5407071078414074
model_key|film_key,xai_grok_imagine_cinestill800t,72,115,1.9224259040734926,0.48843229164185153
model_key|film_key,xai_grok_imagine_cinestill800t,72,116,1.9413119958214315,0.43538246105169215
model_key|film_key,xai_grok_imagine_cinestill800t,72,117,1.9571820996268199,0.3816404470840044
model_key|film_key,xai_grok_imagine_cinestill800t,72,118,1.9700114362064605,0.32729016151403667
model_key|film_key,xai_grok_imagine_cinestill800t,72,119,1.9797799740742181,0.27241646586093915
model_key|film_key,xai_grok_imagine_cinestill800t,72,120,1.9864724608178073,0.2171050388865747
model_key|film_key,xai_grok_imagine_cinestill800t,72,121,1.9900784469136243,0.16144224281830086
model_key|film_key,xai_grok_imagine_cinestill800t,72,122,1.9905923020424365,0.10551498850460926
model_key|film_key,xai_grok_imagine_cinestill800t,72,123,1.9880132238804586,0.04941059971414481
model_key|film_key,xai_grok_imagine_cinestill800t,72,124,1.9823452393520857,-0.00678332320998775
model_key|film_key,xai_grok_imagine_cinestill800t,72,125,1.9735971983423286,-0.06297904012776269
model_key|film_key,xai_grok_imagine_cinestill800t,72,126,1.9617827598787685,-0.11908880809804702
model_key|film_key,xai_grok_imagine_cinestill800t,72,127,1.9469203708046088,-0.17502501837878306
model_key|film_key,xai_grok_imagine_cinestill800t,72,128,1.9290332369761165,-0.23070033321764638
model_key|film_key,xai_grok_imagine_cinestill800t,72,129,1.9081492870294345,-0.28602782221957374
model_key|film_key,xai_grok_imagine_cinestill800t,72,130,1.8843011287733304,-0.3409210980782567
model_key|film_key,xai_grok_imagine_cinestill800t,72,131,1.8575259982759738,-0.3952944514596673
model_key|film_key,xai_grok_imagine_cinestill800t,72,132,1.8278657017252384,-0.44906298482700335
model_key|film_key,xai_grok_imagine_cinestill800t,72,133,1.795366550153298,-0.5021427449981221
model_key|film_key,xai_grok_imagine_cinestill800t,72,134,1.7600792871274513,-0.554450854228463
model_key|film_key,xai_grok_imagine_cinestill800t,72,135,1.7220590095200627,-0.605905639614809
model_key|film_key,xai_grok_imagine_cinestill800t,72,136,1.6813650814813366,-0.6564267606178315
model_key|film_key,xai_grok_imagine_cinestill800t,72,137,1.6380610417492474,-0.7059353345042996
model_key|film_key,xai_grok_imagine_cinestill800t,72,138,1.592214504441337,-0.7543540595131121
model_key|film_key,xai_grok_imagine_cinestill800t,72,139,1.5438970534833,-0.8016073355528164
model_key|film_key,xai_grok_imagine_cinestill800t,72,140,1.4931841308391811,-0.8476213822421776
model_key|film_key,xai_grok_imagine_cinestill800t,72,141,1.4401549187177018,-0.8923243541094882
model_key|film_key,xai_grok_imagine_cinestill800t,72,142,1.3848922159386454,-0.9356464527707364
model_key|film_key,xai_grok_imagine_cinestill800t,72,143,1.327482308652323,-0.9775200359115072
model_key|film_key,xai_grok_imagine_cinestill800t,72,144,1.2680148356139957,-1.0178797229024192
model_key|film_key,xai_grok_imagine_cinestill800t,72,145,1.2065826482235995,-1.0566624968832192
model_key|film_key,xai_grok_imagine_cinestill800t,72,146,1.143281665549303,-1.0938078031561298
model_key|film_key,xai_grok_imagine_cinestill800t,72,147,1.0782107245612766,-1.1292576437348167
model_key|film_key,xai_grok_imagine_cinestill800t,72,148,1.011471425809486,-1.162956667901367
model_key|film_key,xai_grok_imagine_cinestill800t,72,149,0.9431679747865002,-1.1948522586298596
model_key|film_key,xai_grok_imagine_cinestill800t,72,150,0.8734070192229846,-1.224894614741606
model_key|film_key,xai_grok_imagine_cinestill800t,72,151,0.8022974825699261,-1.253036828663781
model_key|film_key,xai_grok_imagine_cinestill800t,72,152,0.7299503939276013,-1.2792349596700252
model_key|film_key,xai_grok_imagine_cinestill800t,72,153,0.6564787146868077,-1.3034481024886788
model_key|film_key,xai_grok_imagine_cinestill800t,72,154,0.5819971621530666,-1.3256384511715031
model_key|film_key,xai_grok_imagine_cinestill800t,72,155,0.506622030429167,-1.3457713581231832
model_key|film_key,xai_grok_imagine_cinestill800t,72,156,0.4304710088357274,-1.3638153881994342
model_key|film_key,xai_grok_imagine_cinestill800t,72,157,0.3536629981532992,-1.379742367789246
model_key|film_key,xai_grok_imagine_cinestill800t,72,158,0.27631792497290175,-1.3935274288046364
model_key|film_key,xai_grok_imagine_cinestill800t,72,159,0.1985565544448934,-1.405149047509215
model_key|film_key,xai_grok_imagine_portra400,72,0,2.231762105036461,2.3318211280444885
model_key|film_key,xai_grok_imagine_portra400,72,1,2.266213986701729,2.387667287639916
model_key|film_key,xai_grok_imagine_portra400,72,2,2.3026115917430348,2.4422411055757767
model_key|film_key,xai_grok_imagine_portra400,72,3,2.3408980896207625,2.495457371313666
model_key|film_key,xai_grok_imagine_portra400,72,4,2.381013700513357,2.5472329939717855
model_key|film_key,xai_grok_imagine_portra400,72,5,2.422895788656418,2.5974871320614903
model_key|film_key,xai_grok_imagine_portra400,72,6,2.466478960141015,2.6461413197116785
model_key|film_key,xai_grok_imagine_portra400,72,7,2.511695165018507,2.693119589183934
model_key|film_key,xai_grok_imagine_portra400,72,8,2.558473803552465,2.7383485894871322
model_key|film_key,xai_grok_imagine_portra400,72,9,2.6067418364517767,2.7817577009063044
model_key|film_key,xai_grok_imagine_portra400,72,10,2.6564238989128297,2.823279145266943
model_key|film_key,xai_grok_imagine_portra400,72,11,2.707442418292708,2.8628480917625687
model_key|film_key,xai_grok_imagine_portra400,72,12,2.7597177352296614,2.9004027581803467
model_key|film_key,xai_grok_imagine_portra400,72,13,2.813168228021747,2.9358845073666724
model_key|film_key,xai_grok_imagine_portra400,72,14,2.867710440069425,2.969237938782128
model_key|film_key,xai_grok_imagine_portra400,72,15,2.9232592101831334,3.0004109750028496
model_key|film_key,xai_grok_imagine_portra400,72,16,2.9797278055523755,3.0293549430332405
model_key|film_key,xai_grok_imagine_portra400,72,17,3.037028057168708,3.0560246503030766
model_key|film_key,xai_grok_imagine_portra400,72,18,3.0950704974911805,3.080378455230341
model_key|film_key,xai_grok_imagine_portra400,72,19,3.1537645001392827,3.1023783322396103
model_key|film_key,xai_grok_imagine_portra400,72,20,3.213018421395276,3.121989931134477
model_key|film_key,xai_grok_imagine_portra400,72,21,3.272739743294984,3.1391826307313044
model_key|film_key,xai_grok_imagine_portra400,72,22,3.332835218083607,3.153929586670568
model_key|film_key,xai_grok_imagine_portra400,72,23,3.393211013811025,3.166207773331137
model_key|film_key,xai_grok_imagine_portra400,72,24,3.453772860839248,3.1759980197820497
model_key|film_key,xai_grok_imagine_portra400,72,25,3.5144261990332653,3.1832850397156456
model_key|film_key,xai_grok_imagine_portra400,72,26,3.5750763254054716,3.1880574553153194
model_key|film_key,xai_grok_imagine_portra400,72,27,3.63562854198314,3.190307815020632
model_key|film_key,xai_grok_imagine_portra400,72,28,3.6959883036680643,3.1900326051620373
model_key|film_key,xai_grok_imagine_portra400,72,29,3.756061365857509,3.1872322554470602
model_key|film_key,xai_grok_imagine_portra400,72,30,3.815753931595967,3.181911138289359
model_key|film_key,xai_grok_imagine_portra400,72,31,3.874972798027972,3.174077561981721
model_key|film_key,xai_grok_imagine_portra400,72,32,3.933625501923292,3.1637437577236494
model_key|film_key,xai_grok_imagine_portra400,72,33,3.99162046404729,3.150925860523796
model_key|film_key,xai_grok_imagine_portra400,72,34,4.048867132151027,3.135643884007064
model_key|film_key,xai_grok_imagine_portra400,72,35,4.105276122357844,3.1179216891657022
model_key|film_key,xai_grok_imagine_portra400,72,36,4.160759358725686,3.097786947103206
model_key|film_key,xai_grok_imagine_portra400,72,37,4.215230210767221,3.0752710958291676
model_key|film_key,xai_grok_imagine_portra400,72,38,4.2686036287130635,3.050409291172559
model_key|film_key,xai_grok_imagine_portra400,72,39,4.3207962763069,3.023240351890078
model_key|film_key,xai_grok_imagine_portra400,72,40,4.371726660925149,2.9938066990552663
model_key|film_key,xai_grok_imagine_portra400,72,41,4.421315260818034,2.962154289823042
model_key|film_key,xai_grok_imagine_portra400,72,42,4.4694846492733395,2.9283325456730522
model_key|film_key,xai_grok_imagine_portra400,72,43,4.5161596155090455,2.8923942752439062
model_key|film_key,xai_grok_imagine_portra400,72,44,4.561267282106026,2.8543955918787485
model_key|film_key,xai_grok_imagine_portra400,72,45,4.604737218797491,2.8143958260109394
model_key|film_key,xai_grok_imagine_portra400,72,46,4.64650155243749,2.7724574325266236
model_key|film_key,xai_grok_imagine_portra400,72,47,4.68649507297677,2.7286458932488387
model_key|film_key,xai_grok_imagine_portra400,72,48,4.724655335280524,2.6830296146954256
model_key|film_key,xai_grok_imagine_portra400,72,49,4.760922756629061,2.635679821270367
model_key|film_key,xai_grok_imagine_portra400,72,50,4.795240709749145,2.586670444055337
model_key|film_key,xai_grok_imagine_portra400,72,51,4.827555611230769,2.536078005375094
model_key|film_key,xai_grok_imagine_portra400,72,52,4.857817005191277,2.483981499316954
model_key|film_key,xai_grok_imagine_portra400,72,53,4.885977642056243,2.430462268390898
model_key|film_key,xai_grok_imagine_portra400,72,54,4.9119935523340725,2.3756038765229026
model_key|film_key,xai_grok_imagine_portra400,72,55,4.935824115269139,2.319491978579787
model_key|film_key,xai_grok_imagine_portra400,72,56,4.95743212226628,2.2622141866293055
model_key|film_key,xai_grok_imagine_portra400,72,57,4.976783834987592,2.2038599331443067
model_key|film_key,xai_grok_imagine_portra400,72,58,4.993849038030849,2.1445203313645393
model_key|film_key,xai_grok_imagine_portra400,72,59,5.008601086107259,2.0842880330341496
model_key|film_key,xai_grok_imagine_portra400,72,60,5.0210169456449245,2.023257083736975
model_key|film_key,xai_grok_imagine_portra400,72,61,5.031077230753029,1.9615227760555334
model_key|film_key,xai_grok_imagine_portra400,72,62,5.0387662334906045,1.8991815007829669
model_key|film_key,xai_grok_imagine_portra400,72,63,5.044071948392615,1.8363305964202574
model_key|film_key,xai_grok_imagine_portra400,72,64,5.046986091215068,1.773068197193718
model_key|film_key,xai_grok_imagine_portra400,72,65,5.047504111869874,1.7094930798300414
model_key|film_key,xai_grok_imagine_portra400,72,66,5.045625201529275,1.645704509328169
model_key|film_key,xai_grok_imagine_portra400,72,67,5.041352293888728,1.5818020839687825
model_key|film_key,xai_grok_imagine_portra400,72,68,5.034692060586288,1.5178855798034045
model_key|film_key,xai_grok_imagine_portra400,72,69,5.025654900785639,1.4540547948659452
model_key|film_key,xai_grok_imagine_portra400,72,70,5.014254924939037,1.3904093933499133
model_key|film_key,xai_grok_imagine_portra400,72,71,5.000509932755504,1.327048749994612
model_key|film_key,xai_grok_imagine_portra400,72,72,4.98444138540871,1.2640717949232805
model_key|film_key,xai_grok_imagine_portra400,72,73,4.966074372027881,1.2015768591754472
model_key|film_key,xai_grok_imagine_portra400,72,74,4.9454375705241205,1.1396615211746883
model_key|film_key,xai_grok_imagine_portra400,72,75,4.922563202813237,1.0784224543714982
model_key|film_key,xai_grok_imagine_portra400,72,76,4.897486984505061,1.0179552762991753
model_key|film_key,xai_grok_imagine_portra400,72,77,4.870248069137757,0.9583543992783939
model_key|film_key,xai_grok_imagine_portra400,72,78,4.840888987044213,0.8997128830035716
model_key|film_key,xai_grok_imagine_portra400,72,79,4.809455578945989,0.8421222892412055
model_key|film_key,xai_grok_imagine_portra400,72,80,4.775996924378458,0.7856725388670401
model_key|film_key,xai_grok_imagine_portra400,72,81,4.740565265058947,0.7304517714652955
model_key|film_key,xai_grok_imagine_portra400,72,82,4.703215923317492,0.6765462077091712
model_key|film_key,xai_grok_imagine_portra400,72,83,4.6640072157175885,0.6240400147374955
model_key|film_key,xai_grok_imagine_portra400,72,84,4.6230003620018,0.5730151747377347
model_key|film_key,xai_grok_imagine_portra400,72,85,4.5802593895043975,0.5235513569405346
model_key|film_key,xai_grok_imagine_portra400,72,86,4.535851033180277,0.4757257932256773
model_key|film_key,xai_grok_imagine_portra400,72,87,4.48984463140625,0.4296131575336679
model_key|film_key,xai_grok_imagine_portra400,72,88,4.442312017717397,0.3852854492712392
model_key|film_key,xai_grok_imagine_portra400,72,89,4.393327408647532,0.3428118808928282
model_key|film_key,xai_grok_imagine_portra400,72,90,4.342967287848896,0.3022587698335415
model_key|film_key,xai_grok_imagine_portra400,72,91,4.291310286672009,0.2636894349623542
model_key|film_key,xai_grok_imagine_portra400,72,92,4.238437061392155,0.22716409771721224
model_key|film_key,xai_grok_imagine_portra400,72,93,4.184430167274176,0.1927397880764048
model_key|film_key,xai_grok_imagine_portra400,72,94,4.129373929672236,0.16047025551302574
model_key|film_key,xai_grok_imagine_portra400,72,95,4.0733543123657805,0.1304058850715475
model_key|film_key,xai_grok_imagine_portra400,72,96,4.016458783337305,0.10259361869755979
model_key|film_key,xai_grok_imagine_portra400,72,97,3.958776178201482,0.0770768819434906
model_key|film_key,xai_grok_imagine_portra400,72,98,3.900396561498893,0.05389551616476185
model_key|film_key,xai_grok_imagine_portra400,72,99,3.8414110860709423,0.03308571631224466
model_key|film_key,xai_grok_imagine_portra400,72,100,3.7819118507355127,0.0146799744181354
model_key|film_key,xai_grok_imagine_portra400,72,101,3.7219917564855973,-0.0012929711364904062
model_key|film_key,xai_grok_imagine_portra400,72,102,3.661744361435422,-0.014808180493252276
model_key|film_key,xai_grok_imagine_portra400,72,103,3.6012637347405643,-0.025844551257091508
model_key|film_key,xai_grok_imagine_portra400,72,104,3.540644309720124,-0.03438485144515635
model_key|film_key,xai_grok_imagine_portra400,72,105,3.479980736410312,-0.0404157463924979
model_key|film_key,xai_grok_imagine_portra400,72,106,3.4193677337796506,-0.04392781957256586
model_key|film_key,xai_grok_imagine_portra400,72,107,3.358899941836554,-0.04491558729999823
model_key|film_key,xai_grok_imagine_portra400,72,108,3.2986717738601814,-0.04337750729274337
model_key|film_key,xai_grok_imagine_portra400,72,109,3.2387772689853134,-0.03931598108015155
model_key|film_key,xai_grok_imagine_portra400,72,110,3.1793099453714073,-0.032737350253271735
model_key|film_key,xai_grok_imagine_portra400,72,111,3.1203626541850884,-0.02365188656320938
model_key|film_key,xai_grok_imagine_portra400,72,112,3.062027434624082,-0.012073775883007398
model_key|film_key,xai_grok_imagine_portra400,72,113,3.004395370208924,0.0019789039419118026
model_key|film_key,xai_grok_imagine_portra400,72,114,2.9475564465668618,0.018484211320155097
model_key|film_key,xai_grok_imagine_portra400,72,115,2.8915994109299747,0.03741637517354901
model_key|film_key,xai_grok_imagine_portra400,72,116,2.83661163356691,0.058745835175620265
model_key|film_key,xai_grok_imagine_portra400,72,117,2.78267897136458,0.08243928790653365
model_key|film_key,xai_grok_imagine_portra400,72,118,2.72988563377282,0.10845973885243265
model_key|film_key,xai_grok_imagine_portra400,72,119,2.6783140513213333,0.13676656016797883
model_key|film_key,xai_grok_imagine_portra400,72,120,2.628044746914203,0.1673155541119098
model_key|film_key,xai_grok_imagine_portra400,72,121,2.5791562101029335,0.20005902205656634
model_key|film_key,xai_grok_imagine_portra400,72,122,2.5317247745343403,0.23494583896363497
model_key|film_key,xai_grok_imagine_portra400,72,123,2.485824498764611,0.27192153320983103
model_key|film_key,xai_grok_imagine_portra400,72,124,2.4415270506256705,0.31092837163786746
model_key|film_key,xai_grok_imagine_portra400,72,125,2.398901595324364,0.35190544969992943
model_key|film_key,xai_grok_imagine_portra400,72,126,2.358014687449197,0.39478878655289606
model_key|film_key,xai_grok_imagine_portra400,72,127,2.318930167053251,0.4395114249568277
model_key|film_key,xai_grok_imagine_portra400,72,128,2.281709059975512,0.48600353582075484
model_key|film_key,xai_grok_imagine_portra400,72,129,2.246409482556269,0.5341925272325083
model_key|film_key,xai_grok_imagine_portra400,72,130,2.2130865508953512,0.5840031578023767
model_key|film_key,xai_grok_imagine_portra400,72,131,2.1817922947948762,0.6353576541436039
model_key|film_key,xai_grok_imagine_portra400,72,132,2.1525755765208947,0.6881758323062961
model_key|film_key,xai_grok_imagine_portra400,72,133,2.125482014510758,0.7423752229751489
model_key|film_key,xai_grok_imagine_portra400,72,134,2.1005539121453447,0.7978712002354875
model_key|film_key,xai_grok_imagine_portra400,72,135,2.0778301916973545,0.8545771137065888
model_key|film_key,xai_grok_imagine_portra400,72,136,2.0573463335588,0.9124044238359663
model_key|film_key,xai_grok_imagine_portra400,72,137,2.0391343208425834,0.9712628401433647
model_key|film_key,xai_grok_imagine_portra400,72,138,2.023222589444665,1.0310604621986361
model_key|film_key,xai_grok_imagine_portra400,72,139,2.0096359836447877,1.091703923113346
model_key|film_key,xai_grok_imagine_portra400,72,140,1.9983957173150797,1.1530985353220884
model_key|film_key,xai_grok_imagine_portra400,72,141,1.9895193407971148,1.2151484384258793
model_key|film_key,xai_grok_imagine_portra400,72,142,1.9830207134991373,1.2777567488667865
model_key|film_key,xai_grok_imagine_portra400,72,143,1.9789099822562388,1.3408257112001114
model_key|film_key,xai_grok_imagine_portra400,72,144,1.9771935654872828,1.404256850727907
model_key|film_key,xai_grok_imagine_portra400,72,145,1.977874143173302,1.4679511272555297
model_key|film_key,xai_grok_imagine_portra400,72,146,1.98095065267303,1.5318090897311496
model_key|film_key,xai_grok_imagine_portra400,72,147,1.9864182903820862,1.5957310315267534
model_key|film_key,xai_grok_imagine_portra400,72,148,1.9942685192332354,1.6596171461182205
model_key|film_key,xai_grok_imagine_portra400,72,149,2.004489082026005,1.7233676829213542
model_key|film_key,xai_grok_imagine_portra400,72,150,2.017064020564848,1.786883103040581
model_key|film_key,xai_grok_imagine_portra400,72,151,2.0319737005759713,1.8500642346871194
model_key|film_key,xai_grok_imagine_portra400,72,152,2.0491948423639226,1.912812428023953
model_key|film_key,xai_grok_imagine_portra400,72,153,2.0687005571600725,1.9750297091958462
model_key|film_key,xai_grok_imagine_portra400,72,154,2.0904603891062346,2.0366189333038847
model_key|film_key,xai_grok_imagine_portra400,72,155,2.1144403628078723,2.097483936085705
model_key|film_key,xai_grok_imagine_portra400,72,156,2.140603036382646,2.157529684064575
model_key|film_key,xai_grok_imagine_portra400,72,157,2.168907559921463,2.2166624229328824
model_key|film_key,xai_grok_imagine_portra400,72,158,2.199309739270767,2.2747898239383644
model_key|film_key,xai_grok_imagine_portra400,72,159,2.231762105036461,2.331821128044488
model_key|light_key,chatgpt_image_2_cool_ambient,72,0,4.1019087728304715,-2.5940561729871963
model_key|light_key,chatgpt_image_2_cool_ambient,72,1,4.140904812081211,-2.5500257202108725
model_key|light_key,chatgpt_image_2_cool_ambient,72,2,4.1807485791206265,-2.5068523090508563
model_key|light_key,chatgpt_image_2_cool_ambient,72,3,4.221377862636224,-2.464603349663682
model_key|light_key,chatgpt_image_2_cool_ambient,72,4,4.262729224824782,-2.423344808784179
model_key|light_key,chatgpt_image_2_cool_ambient,72,5,4.304738100442944,-2.3831411067262467
model_key|light_key,chatgpt_image_2_cool_ambient,72,6,4.347338897618187,-2.344055016798183
model_key|light_key,chatgpt_image_2_cool_ambient,72,7,4.390465100262738,-2.306147567289611
model_key|light_key,chatgpt_image_2_cool_ambient,72,8,4.43404937193056,-2.2694779461830548
model_key|light_key,chatgpt_image_2_cool_ambient,72,9,4.4780236609552055,-2.2341034087389255
model_key|light_key,chatgpt_image_2_cool_ambient,72,10,4.522319306704425,-2.2000791880982318
model_key|light_key,chatgpt_image_2_cool_ambient,72,11,4.566867146785591,-2.1674584090425864
model_key|light_key,chatgpt_image_2_cool_ambient,72,12,4.611597625034563,-2.1362920050461645
model_key|light_key,chatgpt_image_2_cool_ambient,72,13,4.656440900119383,-2.1066286387491324
model_key|light_key,chatgpt_image_2_cool_ambient,72,14,4.7013269545892244,-2.0785146259767098
model_key|light_key,chatgpt_image_2_cool_ambient,72,15,4.746185704198326,-2.0519938634225054
model_key|light_key,chatgpt_image_2_cool_ambient,72,16,4.790947107334228,-2.0271077601090446
model_key|light_key,chatgpt_image_2_cool_ambient,72,17,4.835541274379432,-2.003895172732493
model_key|light_key,chatgpt_image_2_cool_ambient,72,18,4.879898576835743,-1.982392344992539
model_key|light_key,chatgpt_image_2_cool_ambient,72,19,4.923949756040904,-1.9626328510021591
model_key|light_key,chatgpt_image_2_cool_ambient,72,20,4.967626031307776,-1.9446475428656267
model_key|light_key,chatgpt_image_2_cool_ambient,72,21,5.010859207317216,-1.9284645025066118
model_key|light_key,chatgpt_image_2_cool_ambient,72,22,5.053581780596971,-1.914108997821593
model_key|light_key,chatgpt_image_2_cool_ambient,72,23,5.095727044920341,-1.9016034432270348
model_key|light_key,chatgpt_image_2_cool_ambient,72,24,5.137229195460027,-1.8909673646619378
model_key|light_key,chatgpt_image_2_cool_ambient,72,25,5.178023431534565,-1.8822173691004032
model_key|light_key,chatgpt_image_2_cool_ambient,72,26,5.218046057786891,-1.875367118621813
model_key|light_key,chatgpt_image_2_cool_ambient,72,27,5.257234583637083,-1.8704273090791164
model_key|light_key,chatgpt_image_2_cool_ambient,72,28,5.295527820853985,-1.867405653398523
model_key|light_key,chatgpt_image_2_cool_ambient,72,29,5.332865979093363,-1.8663068695366862
model_key|light_key,chatgpt_image_2_cool_ambient,72,30,5.369190759253431,-1.867132673114173
model_key|light_key,chatgpt_image_2_cool_ambient,72,31,5.404445444501983,-1.8698817747367256
model_key|light_key,chatgpt_image_2_cool_ambient,72,32,5.438574988832984,-1.8745498820084987
model_key|light_key,chatgpt_image_2_cool_ambient,72,33,5.471526103014384,-1.8811297062341248
model_key|light_key,chatgpt_image_2_cool_ambient,72,34,5.503247337792918,-1.8896109737991478
model_key|light_key,chatgpt_image_2_cool_ambient,72,35,5.533689164226019,-1.8999804422110518
model_key|light_key,chatgpt_image_2_cool_ambient,72,36,5.562804051015375,-1.9122219207758422
model_key|light_key,chatgpt_image_2_cool_ambient,72,37,5.590546538721406,-1.9263162958778903
model_key|light_key,chatgpt_image_2_cool_ambient,72,38,5.616873310742793,-1.9422415608235777
model_key|light_key,chatgpt_image_2_cool_ambient,72,39,5.641743260950201,-1.9599728502021345
model_key|light_key,chatgpt_image_2_cool_ambient,72,40,5.66511755786862,-1.9794824787100262
model_key|light_key,chatgpt_image_2_cool_ambient,72,41,5.686959705308109,-2.0007399843782707
model_key|light_key,chatgpt_image_2_cool_ambient,72,42,5.707235599348259,-2.0237121761351844
model_key|light_key,chatgpt_image_2_cool_ambient,72,43,5.725913581587422,-2.0483631856303024
model_key|light_key,chatgpt_image_2_cool_ambient,72,44,5.74296448857354,-2.074654523238549
model_key|light_key,chatgpt_image_2_cool_ambient,72,45,5.758361697339418,-2.102545138157218
model_key|light_key,chatgpt_image_2_cool_ambient,72,46,5.7720811669713274,-2.13199148250193
model_key|light_key,chatgpt_image_2_cool_ambient,72,47,5.784101476146038,-2.1629475793014814
model_key|light_key,chatgpt_image_2_cool_ambient,72,48,5.794403856577669,-2.19536509428543
model_key|light_key,chatgpt_image_2_cool_ambient,72,49,5.802972222322143,-2.229193411352319
model_key|light_key,chatgpt_image_2_cool_ambient,72,50,5.8097931948934765,-2.2643797116007107
model_key|light_key,chatgpt_image_2_cool_ambient,72,51,5.814856124152696,-2.300869055799633
