component,feature,loading
PC4,rgb_sd_b,0.018964913502299542
PC4,warmth_rgb_mean_r_minus_b,0.029717256265270997
PC4,warmth_rgb_mean_rg_minus_b,0.03841059354662135
PC4,lab_mean_l,0.01302346774173524
PC4,lab_mean_a,-0.013697162167577714
PC4,lab_mean_b,0.029040780086463824
PC4,lab_sd_l,0.11672992490904947
PC4,lab_sd_a,-0.13360530084187655
PC4,lab_sd_b,-0.011423647081961107
PC4,lab_chroma_mean,-0.051186517877904354
PC4,saturation_mean,-0.034720153255195445
PC4,saturation_sd,-0.052456256300400884
PC4,value_mean,0.004567244771835343
PC4,value_sd,0.16131531422647644
PC4,luma_mean,0.020933502495718882
PC4,luma_sd,0.10271259846824687
PC4,luma_p01,0.023925729049440365
PC4,luma_p05,0.03509119786554021
PC4,luma_p50,-0.012151769001957925
PC4,luma_p95,0.08665202080895314
PC4,luma_p99,0.04697931601268128
PC4,dynamic_range_p95_p05,0.07896096239180399
PC4,luma_iqr_p75_p25,0.0685847579751037
PC4,rms_contrast,0.10271260024532462
PC4,michelson_contrast_p95_p05,-0.0027659127633085784
PC4,shadow_fraction,0.015572418404104631
PC4,deep_shadow_fraction,0.045365374559336195
PC4,highlight_fraction,-0.032328904799620986
PC4,clipped_shadow_fraction,0.009241335007746515
PC4,clipped_highlight_fraction,0.05862873153723964
PC4,rgb_cov_r_g,0.16509030485881065
PC4,rgb_corr_r_g,0.1817762534992039
PC4,rgb_cov_r_b,0.11520542285506452
PC4,rgb_corr_r_b,0.10886867433182672
PC4,rgb_cov_g_b,0.04772016063260379
PC4,rgb_corr_g_b,0.018212628386889092
PC4,lab_cov_l_a,0.17555726212033346
PC4,lab_corr_l_a,0.16591393271242993
PC4,lab_cov_l_b,0.10137554829358224
PC4,lab_corr_l_b,0.07573079197764696
PC4,lab_cov_a_b,-0.05659380212773866
PC4,lab_corr_a_b,-0.03206388275790824
PC4,hue_entropy_12bin,-0.04062905284189393
PC4,edge_density_canny,-0.08742787971559918
PC4,gradient_mag_mean,-0.04691293439560272
PC4,gradient_mag_sd,-0.007796328799614619
PC4,gradient_mag_p95,-0.05079868533776935
PC4,orientation_entropy,-0.12101197851367745
PC4,texture_highpass_std,-0.05543942629833915
PC4,texture_highpass_mad,-0.03176946646520267
PC4,laplacian_variance,-0.10531636784089439
PC4,local_contrast_mean,0.023795823501674182
PC4,local_contrast_p95,0.08332552761063287
PC4,image_entropy_gray,0.007091899185770686
PC4,top_luma_mean,-0.01597071671923252
PC4,bottom_luma_mean,0.09656083497306706
PC4,top_bottom_luma_delta,-0.07821949193306245
PC4,left_warmth_mean,0.01867565018719155
PC4,right_warmth_mean,0.048922755990334174
PC4,left_right_warmth_delta,-0.03184318947208035
PC4,center_luma_mean,-0.03200815371867808
PC4,edge_luma_mean,0.02599451615466311
PC4,center_edge_luma_delta,-0.04885801127203252
PC4,color_spatial_var_rgb_r,0.09864018463387994
PC4,color_spatial_range_rgb_r,0.09370839554858763
PC4,color_spatial_var_rgb_g,-0.008978136056259823
PC4,color_spatial_range_rgb_g,0.015078631607726945
PC4,color_spatial_var_rgb_b,-0.040904016225912165
PC4,color_spatial_range_rgb_b,-0.019395275164774736
PC4,color_spatial_var_lab_l,0.018336192522312823
PC4,color_spatial_range_lab_l,0.0388606992416235
PC4,color_spatial_var_lab_a,-0.13330828722981664
PC4,color_spatial_range_lab_a,-0.14282066509050492
PC4,color_spatial_var_lab_b,-0.006820235910382805
PC4,color_spatial_range_lab_b,-0.030976449782058733
PC4,halation_bright_threshold_luma,0.059243860259789755
PC4,halation_bright_fraction,0.0029048210279068918
PC4,halation_ring_fraction,-0.04041531242267055
PC4,red_highlight_excess_mean,0.11139462330744845
PC4,warm_highlight_excess_mean,0.09218911573621424
PC4,halation_ring_red_excess_mean,0.096260247882492
PC4,halation_ring_red_excess_p95,0.011557094023965687
PC4,halation_background_red_excess_mean,0.01443526456405987
PC4,halation_index_ring_minus_background,0.10934932110858887
PC4,local_lab_cov_l_a_mean,0.11574306474694777
PC4,local_lab_cov_l_a_sd,-0.03541731728432823
PC4,local_lab_cov_l_a_abs_mean,-0.00394164483917712
PC4,local_lab_cov_l_a_p90_abs,-0.011352911386398778
PC4,local_lab_corr_l_a_mean,0.11196041609006234
PC4,local_lab_corr_l_a_sd,-0.04121358367468719
PC4,local_lab_corr_l_a_abs_mean,0.05483464985242098
PC4,local_lab_corr_l_a_p90_abs,0.022829970116933905
PC4,local_lab_cov_l_b_mean,0.056972325719849795
PC4,local_lab_cov_l_b_sd,0.07342519425083467
PC4,local_lab_cov_l_b_abs_mean,0.08712300469932825
PC4,local_lab_cov_l_b_p90_abs,0.08687629239523315
PC4,local_lab_corr_l_b_mean,0.02503295960311215
PC4,local_lab_corr_l_b_sd,-0.07428998915718811
PC4,local_lab_corr_l_b_abs_mean,0.060322408929844445
PC4,local_lab_corr_l_b_p90_abs,0.03626444063868449
PC4,local_lab_cov_a_b_mean,-0.033118665061499616
PC4,local_lab_cov_a_b_sd,-0.04699213916451695
PC4,local_lab_cov_a_b_abs_mean,-0.038440537687630394
PC4,local_lab_cov_a_b_p90_abs,-0.05301840201326151
PC4,local_lab_corr_a_b_mean,-0.010934342090687084
PC4,local_lab_corr_a_b_sd,-0.03297093548641736
PC4,local_lab_corr_a_b_abs_mean,-0.016140797797541923
PC4,local_lab_corr_a_b_p90_abs,-0.033035076856445064
PC4,hue_circular_mean_turns,-0.01307767694814995
PC4,hue_resultant_length,0.06235000588311713
PC4,hue_circular_variance,-0.06235000588311714
PC4,hue_warm_share,0.00850722233093052
PC4,hue_red_orange_share,-0.010252674483961416
PC4,hue_yellow_share,0.05731056611148968
PC4,hue_green_share,-0.0023406822270296435
PC4,hue_teal_cyan_share,-0.015342211815870616
PC4,hue_blue_share,0.0089037862292414
PC4,hue_magenta_share,-0.028214031184840446
PC4,hue_red_orange_highlight_share,0.10156035262975809
PC4,hue_teal_cyan_shadow_share,0.05578385085495332
PC4,shadow_lab_l,-0.031735169339532236
PC4,shadow_lab_a,-0.14587193553498043
PC4,shadow_lab_b,-0.051339965433240035
PC4,shadow_warmth_rgb_r_minus_b,-0.090743759763413
PC4,shadow_saturation,-0.04571084708796959
PC4,shadow_red_excess,-0.10529407632950914
PC4,midtone_lab_l,-0.015965845925373846
PC4,midtone_lab_a,-0.01636113480601671
PC4,midtone_lab_b,-0.01575390349978196
PC4,midtone_warmth_rgb_r_minus_b,-0.015371183294548098
PC4,midtone_saturation,-0.022231488746953222
PC4,midtone_red_excess,-0.00971206268857709
PC4,midtone_fraction,-0.03553449482586102
PC4,highlight_lab_l,0.07659357437692625
PC4,highlight_lab_a,0.09433158197937783
PC4,highlight_lab_b,0.08383957707349807
PC4,highlight_warmth_rgb_r_minus_b,0.09961636507809019
PC4,highlight_saturation,0.0055706778899714555
PC4,highlight_red_excess,0.11171576003501901
PC4,highlight_minus_shadow_lab_a,0.1545559843015584
PC4,highlight_minus_shadow_lab_b,0.08985454499531188
PC4,highlight_minus_shadow_warmth,0.11510066574385842
PC4,highlight_minus_shadow_saturation,0.04196709906794322
PC4,split_tone_distance_lab_ab,0.05286725629574906
PC4,midtone_shadow_lab_b_delta,0.013263037871751317
PC4,highlight_midtone_lab_b_delta,0.10552386216611556
PC4,luma_skewness,0.0072127782825098215
PC4,luma_kurtosis_excess,-0.034381765550760564
PC4,shadow_compression_ratio,-0.08650831733919982
PC4,highlight_compression_ratio,0.021582639607811434
PC4,highlight_rolloff_ratio,-0.09957918254353385
PC4,shadow_rolloff_ratio,0.04861290689390596
PC4,upper_lower_luma_spread_ratio,0.07733622351989378
PC4,midtone_luma_width_p75_p25,0.06858476003391782
PC4,extreme_tail_luma_width,0.04039820176377131
PC4,lower_tail_luma_width_p10_p01,-0.005438093864615221
PC4,upper_tail_luma_width_p99_p90,-0.06475483095698774
PC4,fft_low_freq_power_share,0.03231300732140263
PC4,fft_mid_freq_power_share,-0.17322583504571598
PC4,fft_high_freq_power_share,-0.18679350605345788
PC4,fft_high_mid_power_ratio,-0.1292019250549635
PC4,fft_high_low_power_ratio,-0.1719271658196796
PC4,fft_radial_loglog_slope,-0.15340846088419463
PC4,fft_low_freq_log_power_mean,0.1314089037784947
PC4,fft_mid_freq_log_power_mean,0.03534466424628644
PC4,fft_high_freq_log_power_mean,-0.03512826317190326
PC4,palette_entropy_6,-0.010470072590471799
PC4,palette_effective_clusters_6,-0.006970351098458208
PC4,palette_top1_share,0.03344324041970534
PC4,palette_top2_share_gap,0.06106285097919492
PC4,palette_top2_lab_distance,0.028877309114364726
PC4,palette_mean_pairwise_lab_distance,0.013746973754709355
PC4,palette_weighted_pairwise_lab_distance,0.06113749462400837
PC4,palette_within_cluster_lab_rmse,-0.0960746618625127
PC4,palette_dominant_lab_l,-0.05297787442259209
PC4,palette_dominant_lab_a,0.008590020060997764
PC4,palette_dominant_lab_b,-0.04171136042598965
PC4,palette_dominant_lab_chroma,-0.06531473281737786
PC5,rgb_mean_r,-0.1079548645957092
PC5,rgb_mean_g,-0.08131579351972598
PC5,rgb_mean_b,-0.08391480577475269
PC5,rgb_sd_r,0.05406292204278329
PC5,rgb_sd_g,0.08912501784942767
PC5,rgb_sd_b,0.04995960283509593
PC5,warmth_rgb_mean_r_minus_b,-0.016747289669479803
PC5,warmth_rgb_mean_rg_minus_b,-0.0007385069050637192
PC5,lab_mean_l,-0.09193004231178431
PC5,lab_mean_a,-0.056515961839304296
PC5,lab_mean_b,0.015096749441377066
PC5,lab_sd_l,0.08817143726610141
PC5,lab_sd_a,0.01730908940202524
PC5,lab_sd_b,0.0459175569021426
PC5,lab_chroma_mean,0.01468334017089942
PC5,saturation_mean,0.10880394891815243
PC5,saturation_sd,0.06458732055949305
PC5,value_mean,-0.09672072760760946
PC5,value_sd,0.10689266884074439
PC5,luma_mean,-0.08936722218645515
PC5,luma_sd,0.08165809841302031
PC5,luma_p01,-0.1841520534566179
PC5,luma_p05,-0.22064392155453308
PC5,luma_p50,-0.10525640990609661
PC5,luma_p95,0.07058120829111952
PC5,luma_p99,0.1343204629847629
PC5,dynamic_range_p95_p05,0.10440736405853819
PC5,luma_iqr_p75_p25,-0.0209707545505348
PC5,rms_contrast,0.08165810095892767
PC5,michelson_contrast_p95_p05,0.23011270930944838
PC5,shadow_fraction,0.036143571211919925
PC5,deep_shadow_fraction,0.17214783501312592
PC5,highlight_fraction,-0.028594857565581236
PC5,clipped_shadow_fraction,0.13150609235267624
PC5,clipped_highlight_fraction,0.049699744295175444
PC5,rgb_cov_r_g,0.07255485552337405
PC5,rgb_corr_r_g,0.013614758549974727
PC5,rgb_cov_r_b,0.04477077180861372
PC5,rgb_corr_r_b,0.0036941227163431187
PC5,rgb_cov_g_b,0.059466240215324914
PC5,rgb_corr_g_b,-0.025626755673904836
PC5,lab_cov_l_a,-0.08569921698209633
PC5,lab_corr_l_a,-0.10230300349160548
PC5,lab_cov_l_b,0.0249325657134619
PC5,lab_corr_l_b,0.0013344695395782248
PC5,lab_cov_a_b,-0.019714196575864065
PC5,lab_corr_a_b,-0.05774554812064981
PC5,hue_entropy_12bin,0.05034116324248865
PC5,edge_density_canny,0.039394621616437114
PC5,gradient_mag_mean,0.08937842942675935
PC5,gradient_mag_sd,0.1278209592996085
PC5,gradient_mag_p95,0.10717022506824171
PC5,orientation_entropy,-0.006645977780153247
PC5,texture_highpass_std,0.11102633147465672
PC5,texture_highpass_mad,0.023029269444672883
PC5,laplacian_variance,0.09324723743058126
PC5,local_contrast_mean,0.10801195937278475
PC5,local_contrast_p95,0.12843859103338215
PC5,image_entropy_gray,-0.026610907401269868
PC5,top_luma_mean,-0.04726842212461987
PC5,bottom_luma_mean,-0.09084850737206344
PC5,top_bottom_luma_delta,0.011214765176629603
PC5,left_warmth_mean,-0.036873020404044866
PC5,right_warmth_mean,0.017604363476625102
PC5,left_right_warmth_delta,-0.06166699197470985
PC5,center_luma_mean,-0.03670339248735018
PC5,edge_luma_mean,-0.08866703792261471
PC5,center_edge_luma_delta,0.04205614139849979
PC5,color_spatial_var_rgb_r,0.011762270122782387
PC5,color_spatial_range_rgb_r,0.02209290267022046
PC5,color_spatial_var_rgb_g,0.03512409243551965
PC5,color_spatial_range_rgb_g,0.056021991751166594
PC5,color_spatial_var_rgb_b,0.022720308849625163
PC5,color_spatial_range_rgb_b,0.04145551520497057
PC5,color_spatial_var_lab_l,0.031832090903276725
PC5,color_spatial_range_lab_l,0.050465452862671796
PC5,color_spatial_var_lab_a,0.003429049001737199
PC5,color_spatial_range_lab_a,0.006695501454688393
PC5,color_spatial_var_lab_b,0.034450876781305366
PC5,color_spatial_range_lab_b,0.013861576311109878
PC5,halation_bright_threshold_luma,0.12431942122963922
PC5,halation_bright_fraction,0.012241767988326916
PC5,halation_ring_fraction,-0.017389553899958252
PC5,red_highlight_excess_mean,-0.04483739640591759
PC5,warm_highlight_excess_mean,-0.034378729907030794
PC5,halation_ring_red_excess_mean,-0.036375532277145926
PC5,halation_ring_red_excess_p95,-0.013032079019297899
PC5,halation_background_red_excess_mean,-0.042463042850292024
PC5,halation_index_ring_minus_background,-0.01592938834578642
PC5,local_lab_cov_l_a_mean,-0.10115751334266086
PC5,local_lab_cov_l_a_sd,0.024521450649177993
PC5,local_lab_cov_l_a_abs_mean,0.009285111091357138
PC5,local_lab_cov_l_a_p90_abs,0.005008888083306695
PC5,local_lab_corr_l_a_mean,-0.12146768451899964
PC5,local_lab_corr_l_a_sd,0.043301620562364945
PC5,local_lab_corr_l_a_abs_mean,-0.042199068736230506
PC5,local_lab_corr_l_a_p90_abs,-0.020515315013624896
PC5,local_lab_cov_l_b_mean,0.03251492190546516
PC5,local_lab_cov_l_b_sd,0.0647602202363024
PC5,local_lab_cov_l_b_abs_mean,0.06115429103981179
PC5,local_lab_cov_l_b_p90_abs,0.05801612739868665
PC5,local_lab_corr_l_b_mean,0.00897947395174076
PC5,local_lab_corr_l_b_sd,0.012667933402729181
PC5,local_lab_corr_l_b_abs_mean,0.005307581328429823
PC5,local_lab_corr_l_b_p90_abs,0.025045749661637414
PC5,local_lab_cov_a_b_mean,-0.008551207710984913
PC5,local_lab_cov_a_b_sd,0.03219202686217231
PC5,local_lab_cov_a_b_abs_mean,0.008917275663093598
PC5,local_lab_cov_a_b_p90_abs,0.013121745675384995
PC5,local_lab_corr_a_b_mean,-0.045715723090483995
PC5,local_lab_corr_a_b_sd,0.044047075316342665
PC5,local_lab_corr_a_b_abs_mean,-0.059246717766126854
PC5,local_lab_corr_a_b_p90_abs,-0.03411126425840825
PC5,hue_circular_mean_turns,-0.02208724851074346
PC5,hue_resultant_length,0.03826422537807679
PC5,hue_circular_variance,-0.0382642253780768
PC5,hue_warm_share,-0.01166967532305567
PC5,hue_red_orange_share,-0.0407651244532078
PC5,hue_yellow_share,0.08309755238984222
PC5,hue_green_share,0.044985614279747864
PC5,hue_teal_cyan_share,0.010453551782821558
PC5,hue_blue_share,-0.026686593289917782
PC5,hue_magenta_share,-0.017711108839558627
PC5,hue_red_orange_highlight_share,-0.07673443413164774
PC5,hue_teal_cyan_shadow_share,-0.13848793494316494
PC5,shadow_lab_l,-0.2068330316361696
PC5,shadow_lab_a,0.02025359048028877
PC5,shadow_lab_b,0.009157902042068029
PC5,shadow_warmth_rgb_r_minus_b,0.018090881112110383
PC5,shadow_saturation,0.09066790816478244
PC5,shadow_red_excess,0.029225978652495665
PC5,midtone_lab_l,-0.10744361171265045
PC5,midtone_lab_a,-0.049034998962691194
PC5,midtone_lab_b,-0.001279913486109717
PC5,midtone_warmth_rgb_r_minus_b,-0.027544588830270614
PC5,midtone_saturation,0.08603685003775437
PC5,midtone_red_excess,-0.041917364361485264
PC5,midtone_fraction,0.01052110209287158
PC5,highlight_lab_l,-0.006243938391511423
PC5,highlight_lab_a,-0.08782144854188205
PC5,highlight_lab_b,0.02487385177290248
PC5,highlight_warmth_rgb_r_minus_b,-0.009877606455364124
PC5,highlight_saturation,0.060009547147229135
PC5,highlight_red_excess,-0.054657081639079515
PC5,highlight_minus_shadow_lab_a,-0.08467230423101761
PC5,highlight_minus_shadow_lab_b,0.01940694245303951
PC5,highlight_minus_shadow_warmth,-0.014003242272152399
PC5,highlight_minus_shadow_saturation,-0.031808321355756064
PC5,split_tone_distance_lab_ab,0.023482167705597325
PC5,midtone_shadow_lab_b_delta,-0.0066260535482401475
PC5,highlight_midtone_lab_b_delta,0.02899598229929484
PC5,luma_skewness,0.10122215832632012
PC5,luma_kurtosis_excess,0.05443508705812559
PC5,shadow_compression_ratio,-0.12324430161751375
PC5,highlight_compression_ratio,0.14062637363003308
PC5,highlight_rolloff_ratio,-0.015831242519791528
PC5,shadow_rolloff_ratio,-0.06673287785855073
PC5,upper_lower_luma_spread_ratio,0.12402786921379981
PC5,midtone_luma_width_p75_p25,-0.02097075207210951
PC5,extreme_tail_luma_width,0.16268053716256617
PC5,lower_tail_luma_width_p10_p01,-0.13793949985410703
PC5,upper_tail_luma_width_p99_p90,0.11527098235223943
PC5,fft_low_freq_power_share,-0.01881889752709443
PC5,fft_mid_freq_power_share,0.03399538345643587
PC5,fft_high_freq_power_share,0.042851906112725706
PC5,fft_high_mid_power_ratio,0.027822489081342078
PC5,fft_high_low_power_ratio,0.04442286144101694
PC5,fft_radial_loglog_slope,0.02365857360132017
PC5,fft_low_freq_log_power_mean,0.0782809118499586
PC5,fft_mid_freq_log_power_mean,0.1139377574213753
PC5,fft_high_freq_log_power_mean,0.1211671910580049
PC5,palette_entropy_6,-0.10190521308599106
PC5,palette_effective_clusters_6,-0.10159760273464137
PC5,palette_top1_share,0.12471650364048564
PC5,palette_top2_share_gap,0.12496561427997381
PC5,palette_top2_lab_distance,-0.049678996604096644
PC5,palette_mean_pairwise_lab_distance,0.14343223378094344
PC5,palette_weighted_pairwise_lab_distance,0.057679585347273424
PC5,palette_within_cluster_lab_rmse,0.08136515925810446
PC5,palette_dominant_lab_l,-0.10083287702512114
PC5,palette_dominant_lab_a,0.01424342633001644
PC5,palette_dominant_lab_b,0.003310730298207683
PC5,palette_dominant_lab_chroma,-0.05926324302775323
PC6,rgb_mean_r,0.018255675030395317
PC6,rgb_mean_g,-0.005111542880605533
PC6,rgb_mean_b,-0.04351605006926281
PC6,rgb_sd_r,-0.06785790894679433
PC6,rgb_sd_g,-0.02410727913577318
PC6,rgb_sd_b,0.02144203661046823
PC6,warmth_rgb_mean_r_minus_b,0.09042268668415232
PC6,warmth_rgb_mean_rg_minus_b,0.10835764768800582
PC6,lab_mean_l,-0.002221762119281878
PC6,lab_mean_a,-0.0021276424130089455
PC6,lab_mean_b,0.12028021864749183
PC6,lab_sd_l,-0.0318380302794711
PC6,lab_sd_a,0.0065779321282917885
PC6,lab_sd_b,-0.00314526728612069
PC6,lab_chroma_mean,0.006237038697611168
PC6,saturation_mean,-0.024055732777659083
PC6,saturation_sd,-0.02769326480806548
PC6,value_mean,-0.016747260528690973
PC6,value_sd,-0.012658463936343534
PC6,luma_mean,-0.003439915283884335
PC6,luma_sd,-0.029032875452226495
PC6,luma_p01,-0.0845181232268929
PC6,luma_p05,-0.0847649274224809
PC6,luma_p50,0.016084932094179525
PC6,luma_p95,-0.03000614868505134
PC6,luma_p99,-0.0392353756587536
PC6,dynamic_range_p95_p05,-0.01566222311938951
PC6,luma_iqr_p75_p25,-0.031233670563633027
PC6,rms_contrast,-0.029032872194210795
PC6,michelson_contrast_p95_p05,0.07062820656719762
PC6,shadow_fraction,0.06731791599837299
PC6,deep_shadow_fraction,0.010430171967616426
PC6,highlight_fraction,0.036105486432642483
PC6,clipped_shadow_fraction,0.03478148759971496
PC6,clipped_highlight_fraction,-0.05080304144977882
PC6,rgb_cov_r_g,-0.04579372036549071
PC6,rgb_corr_r_g,-0.023296078124590065
PC6,rgb_cov_r_b,-0.01072883535532008
PC6,rgb_corr_r_b,-0.015089860626921974
PC6,rgb_cov_g_b,-0.0011022713961009825
PC6,rgb_corr_g_b,-0.01879188903097689
PC6,lab_cov_l_a,-0.003047427001252577
PC6,lab_corr_l_a,0.005831010935607462
PC6,lab_cov_l_b,-0.0806857768067214
PC6,lab_corr_l_b,-0.07525967586566061
PC6,lab_cov_a_b,-0.020876989341541478
PC6,lab_corr_a_b,-0.04467862439926111
PC6,hue_entropy_12bin,0.0543319312899489
PC6,edge_density_canny,-0.15235528179167157
PC6,gradient_mag_mean,-0.08761047387328753
PC6,gradient_mag_sd,0.005538337981952588
PC6,gradient_mag_p95,-0.052097524447052346
PC6,orientation_entropy,-0.12181451857874973
PC6,texture_highpass_std,-0.04477111228426625
PC6,texture_highpass_mad,-0.15583930003399424
PC6,laplacian_variance,-0.05313303098801114
PC6,local_contrast_mean,-0.00688624968484277
PC6,local_contrast_p95,0.0699434587143482
PC6,image_entropy_gray,0.004943163787792547
PC6,top_luma_mean,-0.05434593347768944
PC6,bottom_luma_mean,0.08476103666242879
PC6,top_bottom_luma_delta,-0.10904165387160485
PC6,left_warmth_mean,0.09945957678145408
PC6,right_warmth_mean,0.07522919196191433
PC6,left_right_warmth_delta,0.03251112158259106
PC6,center_luma_mean,-0.05691962938460856
PC6,edge_luma_mean,0.0037295147210560623
PC6,center_edge_luma_delta,-0.051702387909838644
PC6,color_spatial_var_rgb_r,-0.12517589928094092
PC6,color_spatial_range_rgb_r,-0.1330870646390979
PC6,color_spatial_var_rgb_g,-0.09540853569044747
PC6,color_spatial_range_rgb_g,-0.112257425900547
PC6,color_spatial_var_rgb_b,-0.06011811241359966
PC6,color_spatial_range_rgb_b,-0.07618142173368324
PC6,color_spatial_var_lab_l,-0.10930637174664204
PC6,color_spatial_range_lab_l,-0.12769080444583003
PC6,color_spatial_var_lab_a,-0.02314971869940949
PC6,color_spatial_range_lab_a,-0.016825980624649784
PC6,color_spatial_var_lab_b,-0.018985358870402022
PC6,color_spatial_range_lab_b,-0.013211304817921203
PC6,halation_bright_threshold_luma,-0.03773181573227996
PC6,halation_bright_fraction,0.025671049185389594
PC6,halation_ring_fraction,0.0178379446829248
PC6,red_highlight_excess_mean,0.020536343138871434
PC6,warm_highlight_excess_mean,0.01467842248028086
PC6,halation_ring_red_excess_mean,0.03835679995583609
PC6,halation_ring_red_excess_p95,0.0640516774632771
PC6,halation_background_red_excess_mean,0.07431876766640946
PC6,halation_index_ring_minus_background,-0.0034732033353351895
PC6,local_lab_cov_l_a_mean,-0.04909035544517942
PC6,local_lab_cov_l_a_sd,-0.00313609959509467
PC6,local_lab_cov_l_a_abs_mean,-0.031782176561622744
PC6,local_lab_cov_l_a_p90_abs,-0.020955369643989114
PC6,local_lab_corr_l_a_mean,-0.03391663806023652
PC6,local_lab_corr_l_a_sd,-0.05050319563641198
PC6,local_lab_corr_l_a_abs_mean,-0.11696928810985402
PC6,local_lab_corr_l_a_p90_abs,-0.09517695432783595
PC6,local_lab_cov_l_b_mean,-0.0986913221488024
PC6,local_lab_cov_l_b_sd,-0.02002397447287508
PC6,local_lab_cov_l_b_abs_mean,-0.05046849556669643
PC6,local_lab_cov_l_b_p90_abs,-0.05049766698331053
PC6,local_lab_corr_l_b_mean,-0.10321560643305447
PC6,local_lab_corr_l_b_sd,0.05783607216160476
PC6,local_lab_corr_l_b_abs_mean,-0.08707532770846377
PC6,local_lab_corr_l_b_p90_abs,-0.05475308051431211
PC6,local_lab_cov_a_b_mean,-0.008813536327728052
PC6,local_lab_cov_a_b_sd,0.015578171065323597
PC6,local_lab_cov_a_b_abs_mean,-0.01169951948643509
PC6,local_lab_cov_a_b_p90_abs,-0.0179677493802306
PC6,local_lab_corr_a_b_mean,-0.029890228530704718
PC6,local_lab_corr_a_b_sd,0.01903779869112438
PC6,local_lab_corr_a_b_abs_mean,-0.05125401027536819
PC6,local_lab_corr_a_b_p90_abs,-0.07991925671884911
PC6,hue_circular_mean_turns,-0.1532619355607319
PC6,hue_resultant_length,0.11850899596746872
PC6,hue_circular_variance,-0.11850899596746875
PC6,hue_warm_share,0.11173300570286704
PC6,hue_red_orange_share,0.06658710369185859
PC6,hue_yellow_share,0.15788149124366405
PC6,hue_green_share,0.06776733575257549
PC6,hue_teal_cyan_share,-0.04098931558695246
PC6,hue_blue_share,-0.18077211834721396
PC6,hue_magenta_share,-0.035299215346813684
PC6,hue_red_orange_highlight_share,0.002260910874283896
PC6,hue_teal_cyan_shadow_share,-0.04863409543992719
PC6,shadow_lab_l,-0.010794786716997587
PC6,shadow_lab_a,0.0379613582229774
PC6,shadow_lab_b,0.24467033474895178
PC6,shadow_warmth_rgb_r_minus_b,0.2258744288588244
PC6,shadow_saturation,-0.10037488645143325
PC6,shadow_red_excess,0.20809398410986935
PC6,midtone_lab_l,0.013670734547205408
PC6,midtone_lab_a,-0.015748597616350977
PC6,midtone_lab_b,0.1325413589664178
PC6,midtone_warmth_rgb_r_minus_b,0.08960255173529894
PC6,midtone_saturation,0.028236243591740155
PC6,midtone_red_excess,0.04678202690794784
PC6,midtone_fraction,0.0714079337337463
PC6,highlight_lab_l,-0.02325514053401356
PC6,highlight_lab_a,-0.010523535943358564
PC6,highlight_lab_b,0.0009336794292307862
PC6,highlight_warmth_rgb_r_minus_b,-0.0007521116758543343
PC6,highlight_saturation,0.0006191003511572256
PC6,highlight_red_excess,-0.005451577048117699
PC6,highlight_minus_shadow_lab_a,-0.028356710031209906
PC6,highlight_minus_shadow_lab_b,-0.0719139550695774
PC6,highlight_minus_shadow_warmth,-0.06501696193682904
PC6,highlight_minus_shadow_saturation,0.0837481563572194
PC6,split_tone_distance_lab_ab,-0.0726086165693679
PC6,midtone_shadow_lab_b_delta,-0.00335362565403366
PC6,highlight_midtone_lab_b_delta,-0.08920195308039587
PC6,luma_skewness,-0.018009840327498795
PC6,luma_kurtosis_excess,0.0018893720793794913
PC6,shadow_compression_ratio,0.06510204960674285
PC6,highlight_compression_ratio,-0.008435215816140361
PC6,highlight_rolloff_ratio,0.01829395248865777
PC6,shadow_rolloff_ratio,-0.06169192831657157
PC6,upper_lower_luma_spread_ratio,-0.037273256987387954
PC6,midtone_luma_width_p75_p25,-0.031233672896285015
PC6,extreme_tail_luma_width,-0.021684120171662748
PC6,lower_tail_luma_width_p10_p01,0.024251254933127995
PC6,upper_tail_luma_width_p99_p90,-0.014069784434286619
PC6,fft_low_freq_power_share,0.1059405279390124
PC6,fft_mid_freq_power_share,-0.05255056118290138
PC6,fft_high_freq_power_share,-0.1307338361409897
PC6,fft_high_mid_power_ratio,-0.1819314988488644
PC6,fft_high_low_power_ratio,-0.14309216447599651
PC6,fft_radial_loglog_slope,-0.18775273151294192
PC6,fft_low_freq_log_power_mean,0.15278143398668606
PC6,fft_mid_freq_log_power_mean,0.11281098207126776
PC6,fft_high_freq_log_power_mean,0.006652528609197956
PC6,palette_entropy_6,-0.026006430810891074
PC6,palette_effective_clusters_6,-0.023979833486645778
PC6,palette_top1_share,0.010469676410210826
PC6,palette_top2_share_gap,0.01135472564206978
PC6,palette_top2_lab_distance,-0.0345358924195062
PC6,palette_mean_pairwise_lab_distance,0.01145084426467865
PC6,palette_weighted_pairwise_lab_distance,-0.04495733154172192
PC6,palette_within_cluster_lab_rmse,0.07667414527556837
PC6,palette_dominant_lab_l,0.02693859148676459
PC6,palette_dominant_lab_a,0.043154882972456544
PC6,palette_dominant_lab_b,0.1729602866821611
PC6,palette_dominant_lab_chroma,-0.06297628361223244
PC7,rgb_mean_r,0.010474754469420453
PC7,rgb_mean_g,0.049643895088265194
PC7,rgb_mean_b,0.07300791041413321
PC7,rgb_sd_r,0.015080914646112435
PC7,rgb_sd_g,0.00813284760865951
PC7,rgb_sd_b,0.020872015902635484
PC7,warmth_rgb_mean_r_minus_b,-0.0968325280150154
PC7,warmth_rgb_mean_rg_minus_b,-0.10113197026008502
