effect_type,model_key,feature,n_effects,mean_effect,mean_abs_effect,median_abs_effect,sd_effect,se_effect
lighting_warm_minus_cool,chatgpt_image_2,midtone_red_excess,72,0.0828972622063399,0.0870410921553331,0.08754380699247122,0.05056382712613514,0.005959004173939077
lighting_warm_minus_cool,chatgpt_image_2,midtone_saturation,72,0.1563677726727393,0.17025234188056654,0.164886474609375,0.12408732544347316,0.014623831546730316
lighting_warm_minus_cool,chatgpt_image_2,midtone_shadow_lab_b_delta,72,7.773636716107528,8.160422478285101,8.442232079803944,5.0832296606742045,0.5990643605652205
lighting_warm_minus_cool,chatgpt_image_2,midtone_warmth_rgb_r_minus_b,72,0.09728709396181835,0.10235984970091118,0.10325192660093307,0.05945120076768865,0.007006391202085922
lighting_warm_minus_cool,chatgpt_image_2,orientation_entropy,72,0.006376817738181674,0.06831863522598319,0.045376391554787565,0.09557578187580583,0.011263713913598105
lighting_warm_minus_cool,chatgpt_image_2,palette_dominant_lab_a,72,0.9775970531605527,2.1856325561587133,1.7042195245163145,2.7803920689594026,0.3276723477197481
lighting_warm_minus_cool,chatgpt_image_2,palette_dominant_lab_b,72,0.5663754346767279,4.002849982350902,2.7711196104720344,5.784552832671947,0.6817160890190311
lighting_warm_minus_cool,chatgpt_image_2,palette_dominant_lab_chroma,72,-0.3774092061984815,2.965823175848562,1.9655626310136607,4.356648426169673,0.5134359408983793
lighting_warm_minus_cool,chatgpt_image_2,palette_dominant_lab_l,72,-9.65167535820954,12.29398664780023,2.731585413171782,21.619638984971832,2.5478988888464387
lighting_warm_minus_cool,chatgpt_image_2,palette_effective_clusters_6,72,-0.360074538767621,0.5572842653383502,0.47692779338213853,0.572418121279778,0.0674601225384991
lighting_warm_minus_cool,chatgpt_image_2,palette_entropy_6,72,-0.10660082016989526,0.16457454288390913,0.1421193012609676,0.17192742649777562,0.02026184152475481
lighting_warm_minus_cool,chatgpt_image_2,palette_mean_pairwise_lab_distance,72,3.889844968327858,5.54255249290188,4.973625555830296,5.668920899211301,0.668088734973742
lighting_warm_minus_cool,chatgpt_image_2,palette_top1_share,72,0.060831705729166664,0.09521484375,0.0806884765625,0.0971062271219846,0.01144407861556606
lighting_warm_minus_cool,chatgpt_image_2,palette_top2_lab_distance,72,-12.973146554214656,20.77898497450011,15.2077362585851,23.314268587657,2.747612902789463
lighting_warm_minus_cool,chatgpt_image_2,palette_top2_share_gap,72,0.07472059461805555,0.12177191840277778,0.11083984375,0.12861930172030026,0.015157930072983815
lighting_warm_minus_cool,chatgpt_image_2,palette_weighted_pairwise_lab_distance,72,-0.056543928816873694,1.974787243969406,1.762279616261413,2.5770892477358966,0.3037128804661652
lighting_warm_minus_cool,chatgpt_image_2,palette_within_cluster_lab_rmse,72,1.7861716255032514,1.9915784826879102,1.9389923615394111,1.4390008387411266,0.1695878752011634
