run_id,run_block,effect_type,factor,low_level,high_level,model_key,scene_key,film_key,light_key,scan_key,replicate,low_variant_id,high_variant_id,distance_all_selected_features,distance_color_features,distance_contrast_texture_features,distance_structure_features,n_all_features,n_color_features,n_contrast_texture_features,n_structure_features
filmstock_20260503_005006_f42a60,1,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,xai_grok_imagine,corner_store,portra400,cool_ambient,pushed_scan,2,run1_xai_grok_imagine_corner_store_portra400_cool_ambient_pushed_scan_rep02,run1_xai_grok_imagine_corner_store_cinestill800t_cool_ambient_pushed_scan_rep02,4.4707982105906785,3.739560589863431,3.525232684955285,1.0260049930942936,49,32,23,5
filmstock_20260503_005006_f42a60,1,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,xai_grok_imagine,corner_store,portra400,warm_practical,clean_scan,1,run1_xai_grok_imagine_corner_store_portra400_warm_practical_clean_scan_rep01,run1_xai_grok_imagine_corner_store_cinestill800t_warm_practical_clean_scan_rep01,5.516901321217829,2.9994241257160237,5.62731302793247,2.490974967423676,49,32,23,5
filmstock_20260503_005006_f42a60,1,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,xai_grok_imagine,corner_store,portra400,warm_practical,clean_scan,2,run1_xai_grok_imagine_corner_store_portra400_warm_practical_clean_scan_rep02,run1_xai_grok_imagine_corner_store_cinestill800t_warm_practical_clean_scan_rep02,9.472271688214944,6.566839063686743,6.741231917772501,3.7435176638031176,49,32,23,5
filmstock_20260503_005006_f42a60,1,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,xai_grok_imagine,corner_store,portra400,warm_practical,pushed_scan,1,run1_xai_grok_imagine_corner_store_portra400_warm_practical_pushed_scan_rep01,run1_xai_grok_imagine_corner_store_cinestill800t_warm_practical_pushed_scan_rep01,7.995268398901703,6.012510179631082,5.5637116440930034,2.408469932615866,49,32,23,5
filmstock_20260503_005006_f42a60,1,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,xai_grok_imagine,corner_store,portra400,warm_practical,pushed_scan,2,run1_xai_grok_imagine_corner_store_portra400_warm_practical_pushed_scan_rep02,run1_xai_grok_imagine_corner_store_cinestill800t_warm_practical_pushed_scan_rep02,17.115913323274032,7.526496227132845,15.41938948641506,2.9776916256767922,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,apartment,portra400,cool_ambient,clean_scan,1,run2_chatgpt_image_2_apartment_portra400_cool_ambient_clean_scan_rep01,run2_chatgpt_image_2_apartment_cinestill800t_cool_ambient_clean_scan_rep01,6.117174588471192,3.419133086435221,5.575105270204135,1.520934379300423,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,apartment,portra400,cool_ambient,clean_scan,2,run2_chatgpt_image_2_apartment_portra400_cool_ambient_clean_scan_rep02,run2_chatgpt_image_2_apartment_cinestill800t_cool_ambient_clean_scan_rep02,6.859333948205262,4.661257572258061,5.576090179393085,2.7537650378091914,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,apartment,portra400,cool_ambient,pushed_scan,1,run2_chatgpt_image_2_apartment_portra400_cool_ambient_pushed_scan_rep01,run2_chatgpt_image_2_apartment_cinestill800t_cool_ambient_pushed_scan_rep01,7.14649388438586,5.269432833881384,5.99174321514697,1.9079326104759862,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,apartment,portra400,cool_ambient,pushed_scan,2,run2_chatgpt_image_2_apartment_portra400_cool_ambient_pushed_scan_rep02,run2_chatgpt_image_2_apartment_cinestill800t_cool_ambient_pushed_scan_rep02,5.334217061704554,4.500953128874653,3.7087122154147054,1.8627016393535116,49,32,23,5
filmstock_20260503_085439_ff0729,2,filmstock_cinestill_minus_portra,film_key,portra400,cinestill800t,chatgpt_image_2,apartment,portra400,warm_practical,clean_scan,1,run2_chatgpt_image_2_apartment_portra400_warm_practical_clean_scan_rep01,run2_chatgpt_image_2_apartment_cinestill800t_warm_practical_clean_scan_rep01,7.5875345218592765,5.329204579537982,5.531699615900889,2.2149573850978546,49,32,23,5
