rank_robust_distance,variant_id,run_id,model_key,scene_key,film_key,light_key,scan_key,replicate,image_path,robust_mahalanobis_sq_pc10,empirical_mahalanobis_sq_pc10,chi_square_df,chi_square_975_cutoff,flag_robust_outlier_975,robust_tail_p_value
274,run3_chatgpt_image_2_backstage_cinestill800t_cool_ambient_clean_scan_rep01,filmstock_20260503_114446_63c69b,chatgpt_image_2,backstage,cinestill800t,cool_ambient,clean_scan,1,data/images/run3_chatgpt_image_2_backstage_cinestill800t_cool_ambient_clean_scan_rep01_00001_.png,4.82094425950969,4.899956666126343,10,20.48317735080739,0,0.9028135372981541
275,run2_chatgpt_image_2_corner_store_portra400_warm_practical_clean_scan_rep01,filmstock_20260503_085439_ff0729,chatgpt_image_2,corner_store,portra400,warm_practical,clean_scan,1,data/images/run2_chatgpt_image_2_corner_store_portra400_warm_practical_clean_scan_rep01_00001_.png,4.625728953752861,4.31354051865514,10,20.48317735080739,0,0.9147382536078718
276,run3_xai_grok_imagine_corner_store_cinestill800t_cool_ambient_clean_scan_rep01,filmstock_20260503_114446_63c69b,xai_grok_imagine,corner_store,cinestill800t,cool_ambient,clean_scan,1,data/images/run3_xai_grok_imagine_corner_store_cinestill800t_cool_ambient_clean_scan_rep01_00001_.png,4.394735352922693,4.629928426737971,10,20.48317735080739,0,0.9277880736527782
277,run2_chatgpt_image_2_backstage_portra400_warm_practical_clean_scan_rep02,filmstock_20260503_085439_ff0729,chatgpt_image_2,backstage,portra400,warm_practical,clean_scan,2,data/images/run2_chatgpt_image_2_backstage_portra400_warm_practical_clean_scan_rep02_00001_.png,4.381734654137716,4.513481759429866,10,20.48317735080739,0,0.9284877090024881
278,run1_xai_grok_imagine_apartment_portra400_warm_practical_pushed_scan_rep02,filmstock_20260503_005006_f42a60,xai_grok_imagine,apartment,portra400,warm_practical,pushed_scan,2,data/images/run1_xai_grok_imagine_apartment_portra400_warm_practical_pushed_scan_rep02_00001_.png,4.375442517519963,4.456656686575888,10,20.48317735080739,0,0.9288249769179444
279,run1_chatgpt_image_2_corner_store_portra400_warm_practical_clean_scan_rep01,filmstock_20260503_005006_f42a60,chatgpt_image_2,corner_store,portra400,warm_practical,clean_scan,1,data/images/run1_chatgpt_image_2_corner_store_portra400_warm_practical_clean_scan_rep01_00001_.png,4.350726226840215,4.3838294920873695,10,20.48317735080739,0,0.9301413057183823
280,run1_xai_grok_imagine_corner_store_cinestill800t_cool_ambient_clean_scan_rep01,filmstock_20260503_005006_f42a60,xai_grok_imagine,corner_store,cinestill800t,cool_ambient,clean_scan,1,data/images/run1_xai_grok_imagine_corner_store_cinestill800t_cool_ambient_clean_scan_rep01_00001_.png,4.130150013007697,4.522340401740452,10,20.48317735080739,0,0.9412847160066045
281,run2_chatgpt_image_2_apartment_portra400_cool_ambient_clean_scan_rep01,filmstock_20260503_085439_ff0729,chatgpt_image_2,apartment,portra400,cool_ambient,clean_scan,1,data/images/run2_chatgpt_image_2_apartment_portra400_cool_ambient_clean_scan_rep01_00001_.png,3.952883780211119,3.4896740394118,10,20.48317735080739,0,0.9494474431368858
282,run3_chatgpt_image_2_backstage_portra400_warm_practical_pushed_scan_rep02,filmstock_20260503_114446_63c69b,chatgpt_image_2,backstage,portra400,warm_practical,pushed_scan,2,data/images/run3_chatgpt_image_2_backstage_portra400_warm_practical_pushed_scan_rep02_00001_.png,3.803240340238158,3.7467247030843294,10,20.48317735080739,0,0.9557868945785053
283,run1_xai_grok_imagine_backstage_portra400_warm_practical_pushed_scan_rep02,filmstock_20260503_005006_f42a60,xai_grok_imagine,backstage,portra400,warm_practical,pushed_scan,2,data/images/run1_xai_grok_imagine_backstage_portra400_warm_practical_pushed_scan_rep02_00001_.png,3.786361012570009,3.5795818911835484,10,20.48317735080739,0,0.9564703645761669
284,run3_chatgpt_image_2_backstage_cinestill800t_cool_ambient_pushed_scan_rep02,filmstock_20260503_114446_63c69b,chatgpt_image_2,backstage,cinestill800t,cool_ambient,pushed_scan,2,data/images/run3_chatgpt_image_2_backstage_cinestill800t_cool_ambient_pushed_scan_rep02_00001_.png,3.7263128147095506,3.8768530777510772,10,20.48317735080739,0,0.9588500581391338
285,run2_chatgpt_image_2_backstage_portra400_warm_practical_pushed_scan_rep01,filmstock_20260503_085439_ff0729,chatgpt_image_2,backstage,portra400,warm_practical,pushed_scan,1,data/images/run2_chatgpt_image_2_backstage_portra400_warm_practical_pushed_scan_rep01_00001_.png,3.338562474145558,3.339030641994265,10,20.48317735080739,0,0.9722976856428642
286,run3_xai_grok_imagine_corner_store_cinestill800t_warm_practical_clean_scan_rep01,filmstock_20260503_114446_63c69b,xai_grok_imagine,corner_store,cinestill800t,warm_practical,clean_scan,1,data/images/run3_xai_grok_imagine_corner_store_cinestill800t_warm_practical_clean_scan_rep01_00001_.png,3.3042388453784572,2.9389705318636254,10,20.48317735080739,0,0.973331129533892
287,run2_chatgpt_image_2_backstage_portra400_cool_ambient_pushed_scan_rep01,filmstock_20260503_085439_ff0729,chatgpt_image_2,backstage,portra400,cool_ambient,pushed_scan,1,data/images/run2_chatgpt_image_2_backstage_portra400_cool_ambient_pushed_scan_rep01_00001_.png,3.1439346032156763,3.1249999961740174,10,20.48317735080739,0,0.9778308471713338
288,run1_xai_grok_imagine_backstage_cinestill800t_cool_ambient_clean_scan_rep02,filmstock_20260503_005006_f42a60,xai_grok_imagine,backstage,cinestill800t,cool_ambient,clean_scan,2,data/images/run1_xai_grok_imagine_backstage_cinestill800t_cool_ambient_clean_scan_rep02_00001_.png,2.5903915183128627,2.5873363274581553,10,20.48317735080739,0,0.9894920031932982
