model_key,feature,ss_total,condition_share,run_block_share,condition_by_run_share,within_run_replicate_share,condition_to_seed_variance_ratio,n_conditions,n_runs,n_replicates_per_run
xai_grok_imagine,rgb_cov_r_b,0.03917054386148046,0.6850581928642016,4.905331049783028e-05,0.1101956325777642,0.20469712124753664,2.175189756782,24,3,2
xai_grok_imagine,rgb_corr_r_b,1.049166896484707,0.6538982962054395,0.002668120846253386,0.1898650918941985,0.15356849105410805,1.8893241178424893,24,3,2
xai_grok_imagine,rgb_cov_g_b,0.04932704489274027,0.7407019642752676,6.110958441325473e-05,0.08437387103998575,0.17486305510033343,2.8565660445711494,24,3,2
xai_grok_imagine,rgb_corr_g_b,0.13862755320800846,0.6935394301330022,0.0014485676428020817,0.15290247997397616,0.15210952225021854,2.263062521987729,24,3,2
xai_grok_imagine,lab_cov_l_a,276046.7756224902,0.6471616132773859,0.00010407605649319053,0.1606822440329384,0.1920520666331826,1.834158746979408,24,3,2
xai_grok_imagine,lab_corr_l_a,6.0615901870911415,0.5819920182701017,0.0023405348402844267,0.1651580332089719,0.25050941368064183,1.392298816547872,24,3,2
xai_grok_imagine,lab_cov_l_b,967156.4045850256,0.7645584438337366,0.0004206687771355589,0.09044443992089328,0.14457644746823448,3.2473385594420012,24,3,2
xai_grok_imagine,lab_corr_l_b,14.716800068321767,0.7634232319572932,0.0013117356707789038,0.08800764192039486,0.147257390451533,3.226957736693234,24,3,2
xai_grok_imagine,lab_cov_a_b,190045.31025595882,0.6136322544994015,2.7218751330809155e-05,0.16852917979641147,0.2178113469528563,1.588207767458298,24,3,2
xai_grok_imagine,lab_corr_a_b,7.041644414256236,0.5487048403434556,0.006847475669478918,0.15226881179351845,0.2921788721935471,1.2158447273421769,24,3,2
xai_grok_imagine,hue_hist_12bin_00,2.050497884010737,0.6695545018245601,0.000978006510993932,0.10494936300470722,0.2245181286597386,2.026217653203074,24,3,2
xai_grok_imagine,hue_hist_12bin_01,1.5464070070962763,0.43362369393870953,0.007852955749592045,0.2844720396526553,0.27405131065904303,0.7656105831019439,24,3,2
xai_grok_imagine,hue_hist_12bin_02,0.6793877092224849,0.3580452775385733,0.009453461657396784,0.23908120529362953,0.39342005551040055,0.5577422597122295,24,3,2
xai_grok_imagine,hue_hist_12bin_03,0.18414696691423968,0.46004380899115094,0.011823359371692318,0.20866840656747304,0.31946442506968376,0.852002100636367,24,3,2
xai_grok_imagine,hue_hist_12bin_04,0.2670672683054565,0.4195631014195472,0.008403858993565976,0.20483538209610247,0.36719765749078426,0.7228401613433829,24,3,2
xai_grok_imagine,hue_hist_12bin_05,0.32350593888794615,0.4001474362679452,0.009551021715635074,0.22004323627886047,0.3702583057375594,0.6670763125164952,24,3,2
xai_grok_imagine,hue_hist_12bin_06,2.9345303717127287,0.6056805456087752,0.003062293713593608,0.17198109805619344,0.21927606262143765,1.5360148703387284,24,3,2
xai_grok_imagine,hue_hist_12bin_07,0.37780497101078936,0.2059586904634186,0.002505197927392358,0.4028956195143228,0.3886404920948662,0.2593803218923462,24,3,2
xai_grok_imagine,hue_hist_12bin_08,0.20705639217197813,0.20890223762528573,0.008058604721523659,0.24551572093618404,0.5375234367170065,0.2640662729195489,24,3,2
xai_grok_imagine,hue_hist_12bin_09,0.06071131670108798,0.23036980030055082,0.027958959023427175,0.24444695539457684,0.49722428528144513,0.29932531284571906,24,3,2
xai_grok_imagine,hue_hist_12bin_10,0.11739039295076106,0.22733183282155467,0.02845308074590897,0.29153413211952267,0.4526809543130136,0.2942166410863062,24,3,2
xai_grok_imagine,hue_hist_12bin_11,0.4708838540401845,0.44030677070045304,0.032337204639733275,0.23162616336044864,0.295729861299365,0.7866930447800746,24,3,2
xai_grok_imagine,hue_entropy_12bin,15.299416301243333,0.4044626280179073,0.005646135505994251,0.2508219248582136,0.33906931161788467,0.6791557457960326,24,3,2
xai_grok_imagine,edge_density_canny,0.06825872572789472,0.6683261414592948,0.00751369878798407,0.11643995711843215,0.207720202634289,2.015009999279981,24,3,2
xai_grok_imagine,gradient_mag_mean,0.14834618938184657,0.55540901236811,0.006607162044902712,0.17170145840302806,0.2662823671839593,1.2492583696455277,24,3,2
xai_grok_imagine,gradient_mag_sd,0.28327199243702816,0.39921436357060686,0.003257139648108035,0.25892748704764584,0.3386010097336394,0.6644871970362495,24,3,2
xai_grok_imagine,gradient_mag_p95,3.1317122761737615,0.5253304032068268,0.005928549414648718,0.18737156309052747,0.2813694842879969,1.106728568157543,24,3,2
xai_grok_imagine,orientation_entropy,1.367979932595102,0.8381088313747027,0.00011539841243865816,0.042755834384392066,0.11901993582846787,5.176989198926149,24,3,2
xai_grok_imagine,texture_highpass_std,0.007649289964126782,0.4799080357332429,0.003187851869008777,0.21567774722741342,0.3012263651703351,0.9227368786784333,24,3,2
xai_grok_imagine,texture_highpass_mad,0.0004344012212421321,0.43183634295049483,0.009162386731115852,0.1937136396780243,0.3652876306403648,0.760056257721652,24,3,2
xai_grok_imagine,laplacian_variance,0.0010786149265112047,0.5483192742560662,0.002865671082751929,0.19798816870145733,0.25082688595972463,1.2139532262594672,24,3,2
xai_grok_imagine,local_contrast_mean,0.013830458095657718,0.5413853386636659,0.005471255780528898,0.19365149092585965,0.2594919146299455,1.1804797890371639,24,3,2
xai_grok_imagine,local_contrast_p95,0.08053832955110668,0.46639704481459887,0.00011060585878859714,0.2526682707448472,0.28082407858176534,0.8740525896310835,24,3,2
xai_grok_imagine,image_entropy_gray,11.24288612541923,0.5841226149791922,0.0022447435521618913,0.17274926347098543,0.24088337799765908,1.4045548904996803,24,3,2
xai_grok_imagine,top_luma_mean,2.6080286818038543,0.7378066770756537,0.0021783678400828753,0.07897854678452514,0.18103640829973824,2.8139796576304956,24,3,2
xai_grok_imagine,bottom_luma_mean,1.0482954477843855,0.6869443710986324,0.0033553610920238853,0.16956982402721146,0.14013044378213213,2.1943204583459632,24,3,2
xai_grok_imagine,top_bottom_luma_delta,2.781274255455785,0.6701957282002919,0.0002266030686378999,0.11307349171833349,0.21650417701273672,2.0321014174349608,24,3,2
